asv,asv_len,best_cosine,abundance,midas_genus,besthit_genus,genus_best_concordant,genus_any20_concordant,genus_evaluable,midas_family,besthit_family,family_best_concordant,family_any20_concordant,family_evaluable,midas_order,besthit_order,order_best_concordant,order_any20_concordant,order_evaluable,midas_class,besthit_class,class_best_concordant,class_any20_concordant,class_evaluable,midas_phylum,besthit_phylum,phylum_best_concordant,phylum_any20_concordant,phylum_evaluable
a039c1ac15b3f4bc5cf1db8a5f1cc0fd,371,1.0,0.0,Terrisporobacter,Terrisporobacter,True,True,True,Peptostreptococcaceae,Peptostreptococcaceae,True,True,True,Peptostreptococcales-Tissierellales,Peptostreptococcales,False,False,True,Clostridia,Clostridia,True,True,True,Firmicutes,Bacillota,True,True,True
38b371de3be6ddef03bea94294e9830d,378,1.0,0.038224108,Methanobacterium,Methanobacterium,True,True,True,Methanobacteriaceae,Methanobacteriaceae,True,True,True,Methanobacteriales,Methanobacteriales,True,True,True,Methanobacteria,Methanobacteria,True,True,True,Euryarchaeota,Methanobacteriota,True,True,True
37a9f9625f201b6e61c29ac09ec54683,374,0.9971,1.29961967,midas_g_94288,Acetivibrio,False,False,False,Lutispora,Acetivibrionaceae,False,False,True,Gracilibacteraceae,Acetivibrionales,False,False,True,Clostridia,Clostridia,True,True,True,Firmicutes,Bacillota,True,True,True
d3cf08daefed96f494257ceff63a6cf8,373,1.0,4.581159337,Mesotoga,,False,True,True,Kosmotogaceae,Synergistaceae,False,True,True,Kosmotogales,Synergistales,False,True,True,Thermotogae,Synergistia,False,True,True,Thermotogota,Synergistota,False,True,True
a5b2537343a26f4daf0379a8b46eb2ef,371,1.0,0.338283355,Syner-01,,False,False,True,Synergistaceae,,False,True,True,Synergistales,,False,True,True,Synergistia,,False,True,True,Synergistota,,False,True,True
b3d8bf326297fb9b18ea4fef1ce8d4a6,371,1.0,1.257573151,Desulfovibrio,Nitratidesulfovibrio,False,True,True,Desulfovibrionaceae,Desulfovibrionaceae,True,True,True,Desulfovibrionales,Desulfovibrionales,True,True,True,Desulfovibrionia,Desulfovibrionia,True,True,True,Desulfobacterota,Thermodesulfobacteriota,False,False,True
c571cb007a7d9e2dfc56e8c0b4e24104,373,1.0,0.032490492,nan,Citrobacter,False,False,False,Enterobacteriaceae,Enterobacteriaceae,True,True,True,Enterobacterales,Enterobacterales,True,True,True,Gammaproteobacteria,Gammaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
e6485d233ed2b8b9a2f3f50f0747b9d2,370,1.0,0.389885901,Proteiniphilum,,False,True,True,Dysgonomonadaceae,Porphyromonadaceae,False,True,True,Bacteroidales,Bacteroidales,True,True,True,Bacteroidia,Bacteroidia,True,True,True,Bacteroidota,Bacteroidota,True,True,True
4c31c3e198534eab45b6d92b61f75b10,371,1.0,0.0,Paraclostridium,Paraclostridium,True,True,True,Peptostreptococcaceae,Peptostreptococcaceae,True,True,True,Peptostreptococcales-Tissierellales,Peptostreptococcales,False,False,True,Clostridia,Clostridia,True,True,True,Firmicutes,Bacillota,True,True,True
e75fd72fb216d3d4c964602d8c338f65,374,1.0,0.0,Enterococcus,Enterococcus,True,True,True,Enterococcaceae,Enterococcaceae,True,True,True,Lactobacillales,Lactobacillales,True,True,True,Bacilli,Bacilli,True,True,True,Firmicutes,Bacillota,True,True,True
09ee5eb3e6c726c7c8242f6e97453fc2,378,1.0,1.171568909,Methanobacterium,Methanobacterium,True,True,True,Methanobacteriaceae,Methanobacteriaceae,True,True,True,Methanobacteriales,Methanobacteriales,True,True,True,Methanobacteria,Methanobacteria,True,True,True,Euryarchaeota,Methanobacteriota,True,True,True
be9dcf562f0ab066c0b252d527a42d19,371,0.9995,0.017200849,Romboutsia,Romboutsia,True,True,True,Peptostreptococcaceae,Peptostreptococcaceae,True,True,True,Peptostreptococcales-Tissierellales,Peptostreptococcales,False,False,True,Clostridia,Clostridia,True,True,True,Firmicutes,Bacillota,True,True,True
6aa300d5323cbf75dc53cec3e6acb87c,374,0.999,0.0,midas_g_669,,False,False,False,Gracilibacter,,False,False,True,Gracilibacteraceae,,False,False,True,Clostridia,,False,True,True,Firmicutes,Candidatus Cloacimonadota,False,True,True
e29f9ab1342fe7d53d4f1e2d03bb5969,371,1.0,0.187298129,Syner-01,,False,False,True,Synergistaceae,,False,True,True,Synergistales,Synergistales,True,True,True,Synergistia,Synergistia,True,True,True,Synergistota,Synergistota,True,True,True
430c875622713c0d7662add2d8e7db60,370,1.0,0.026756876,Desulfovibrio,Solidesulfovibrio,False,True,True,Desulfovibrionaceae,Desulfovibrionaceae,True,True,True,Desulfovibrionales,Desulfovibrionales,True,True,True,Desulfovibrionia,Desulfovibrionia,True,True,True,Desulfobacterota,Thermodesulfobacteriota,False,False,True
e144d237c973d831d708cac2c17df968,366,1.0,0.149074021,Acetobacterium,Acetobacterium,True,True,True,Eubacteriaceae,Eubacteriaceae,True,True,True,Eubacteriales,Eubacteriales,True,True,True,Clostridia,Clostridia,True,True,True,Firmicutes,Bacillota,True,True,True
ec92f6331d8ecb50e3f0dee8fbf3bcb0,370,1.0,0.0,midas_g_15299,,False,False,False,Rikenellaceae,Rikenellaceae,True,True,True,Bacteroidales,Bacteroidales,True,True,True,Bacteroidia,Bacteroidia,True,True,True,Bacteroidota,Bacteroidota,True,True,True
8e6faab8acc1bdcba46f098a739aec14,372,0.9995,0.0,Bacillus,Massilibacterium,False,True,True,Bacillaceae,Bacillaceae,True,True,True,Bacillales,Caryophanales,False,False,True,Bacilli,Bacilli,True,True,True,Firmicutes,Bacillota,True,True,True
160417c8184691818a991a146e5402d7,372,0.9976,0.0,Bacillus,Massilibacterium,False,True,True,Bacillaceae,Bacillaceae,True,True,True,Bacillales,Caryophanales,False,False,True,Bacilli,Bacilli,True,True,True,Firmicutes,Bacillota,True,True,True
d42912a22b570ab99938b745999ae2cc,370,1.0,0.013378438,Bacteroides,Bacteroides,True,True,True,Bacteroidaceae,Bacteroidaceae,True,True,True,Bacteroidales,Bacteroidales,True,True,True,Bacteroidia,Bacteroidia,True,True,True,Bacteroidota,Bacteroidota,True,True,True
b7806c4f83108800a9c32dc83c148d95,369,1.0,0.078359421,Acetoanaerobium,,False,False,True,Peptostreptococcaceae,,False,True,True,Peptostreptococcales-Tissierellales,,False,False,True,Clostridia,,False,True,True,Firmicutes,Candidatus Uhriibacteriota,False,True,True
93fadef301b62aa732e42bf1142b3afa,370,0.9995,0.45677809,midas_g_9269,,False,False,False,Paludibacteraceae,,False,True,True,Bacteroidales,,False,True,True,Bacteroidia,,False,True,True,Bacteroidota,candidate division WWE3,False,True,True
4bea53b2aad77f2569a0182f6b84255e,370,1.0,0.009556027,Dysgonomonas,Dysgonomonas,True,True,True,Dysgonomonadaceae,Dysgonomonadaceae,True,True,True,Bacteroidales,Bacteroidales,True,True,True,Bacteroidia,Bacteroidia,True,True,True,Bacteroidota,Bacteroidota,True,True,True
472fdc0687378563f0c9da6da7638e1a,374,1.0,0.0,Clostridium_sensu_stricto_13,Stenotrophomonas,False,False,True,Clostridiaceae,Lysobacteraceae,False,True,True,Clostridiales,Lysobacterales,False,False,True,Clostridia,Gammaproteobacteria,False,True,True,Firmicutes,Pseudomonadota,False,True,True
765b69d9c4313cc8630769db523cc54c,373,1.0,0.0,Oscillibacter,Oscillibacter,True,True,True,Oscillospiraceae,Oscillospiraceae,True,True,True,Oscillospirales,Eubacteriales,False,False,True,Clostridia,Clostridia,True,True,True,Firmicutes,Bacillota,True,True,True
29b313a5262947210e3e9de415abaead,372,1.0,0.036312903,Ochrobactrum,Ochrobactrum,True,True,True,Rhizobiaceae,Brucellaceae,False,False,True,Rhizobiales,Hyphomicrobiales,False,False,True,Alphaproteobacteria,Alphaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
e9e060e5e0e46911cad92b8292aeefd7,374,1.0,0.0,Proteiniclasticum,Proteiniclasticum,True,True,True,Clostridiaceae,Clostridiaceae,True,True,True,Clostridiales,Eubacteriales,False,False,True,Clostridia,Clostridia,True,True,True,Firmicutes,Bacillota,True,True,True
ea156f972cd3802c3fac147e4200ba7a,370,0.9976,0.0,midas_g_36215,,False,False,False,Rikenellaceae,,False,True,True,Bacteroidales,Bacteroidales,True,True,True,Bacteroidia,Bacteroidia,True,True,True,Bacteroidota,Bacteroidota,True,True,True
da47a34fd036b068ca0c5eaf185e2082,372,0.9985,0.053513751,Thermovirga,,False,False,True,Synergistaceae,,False,True,True,Synergistales,Synergistales,True,True,True,Synergistia,Synergistia,True,True,True,Synergistota,Synergistota,True,True,True
01bc6f144e0f577c7a5364ebafdb3509,365,0.9976,0.103205091,Erysipelothrix,Clostridium,False,False,True,Erysipelotrichaceae,Clostridiaceae,False,True,True,Erysipelotrichales,Eubacteriales,False,True,True,Bacilli,Clostridia,False,False,True,Firmicutes,Bacillota,True,True,True
3343d19c0bc1759a66023cbc86c92592,373,0.9995,0.210232594,LNR_A2-18,,False,False,True,Cloacimonadaceae,Candidatus Cloacimonadaceae,False,False,True,Cloacimonadales,Candidatus Cloacimonadales,False,False,True,Cloacimonadia,Candidatus Cloacimonadia,False,False,True,Cloacimonadota,Candidatus Cloacimonadota,False,False,True
a061d8883eca2028db1d268500722130,373,0.999,0.185386924,LNR_A2-18,,False,False,True,Cloacimonadaceae,Candidatus Cloacimonadaceae,False,False,True,Cloacimonadales,Candidatus Cloacimonadales,False,False,True,Cloacimonadia,Candidatus Cloacimonadia,False,False,True,Cloacimonadota,Candidatus Cloacimonadota,False,False,True
0709277372b3816e3986842fb10c8e96,370,0.9995,0.030579286,Proteiniphilum,Proteiniphilum,True,True,True,Dysgonomonadaceae,Dysgonomonadaceae,True,True,True,Bacteroidales,Bacteroidales,True,True,True,Bacteroidia,Bacteroidia,True,True,True,Bacteroidota,Bacteroidota,True,True,True
a82691ab5fd4e8d3d3b23b7958c8e764,374,0.9941,0.009556027,midas_g_97954,Ruminiclostridium,False,False,False,SRB2,Oscillospiraceae,False,False,True,Thermoanaerobacterales,Eubacteriales,False,False,True,Thermoanaerobacteria,Clostridia,False,False,True,Firmicutes,Bacillota,True,True,True
181a2b6fbc1d5f5de022772f08fb875c,373,0.998,0.0,Colidextribacter,Pseudoflavonifractor,False,False,True,Oscillospiraceae,Oscillospiraceae,True,True,True,Oscillospirales,Eubacteriales,False,False,True,Clostridia,Clostridia,True,True,True,Firmicutes,Bacillota,True,True,True
28f1a500a5a6ebd1cede9322b50bcaad,374,1.0,0.0,midas_g_4301,,False,False,False,SRB2,,False,False,True,Thermoanaerobacterales,,False,False,True,Thermoanaerobacteria,,False,False,True,Firmicutes,Bacillota,True,True,True
5976a56adfe903f7348b5eb5689e3c55,370,0.9976,0.250367907,midas_g_36215,,False,False,False,Rikenellaceae,,False,True,True,Bacteroidales,,False,True,True,Bacteroidia,,False,True,True,Bacteroidota,Bacteroidota,True,True,True
4b50be28c2cc7c6a4dbc6300155c5218,372,1.0,0.0,Brevundimonas,Brevundimonas,True,True,True,Caulobacteraceae,Caulobacteraceae,True,True,True,Caulobacterales,Caulobacterales,True,True,True,Alphaproteobacteria,Alphaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
19463e5fe824700110e4a4ec8afe0512,378,0.9995,0.40708675,Methanobacterium,,False,True,True,Methanobacteriaceae,,False,True,True,Methanobacteriales,,False,True,True,Methanobacteria,,False,True,True,Euryarchaeota,,False,True,True
499a635c6e7dcd5c8ef518302aa50011,370,1.0,0.0,Fermentimonas,Lascolabacillus,False,True,True,Dysgonomonadaceae,Porphyromonadaceae,False,True,True,Bacteroidales,Bacteroidales,True,True,True,Bacteroidia,Bacteroidia,True,True,True,Bacteroidota,Bacteroidota,True,True,True
ff6f97ce50ea01298f8e58b53b97d489,373,1.0,0.0,Acinetobacter,Acinetobacter,True,True,True,Moraxellaceae,Moraxellaceae,True,True,True,Pseudomonadales,Moraxellales,False,False,True,Gammaproteobacteria,Gammaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
c7553191e309cfc2e28aea2507e7afdf,371,0.9995,0.150985226,Anaerovorax,,False,False,True,Anaerovoracaceae,Anaerovoracaceae,True,True,True,Peptostreptococcales-Tissierellales,Peptostreptococcales,False,False,True,Clostridia,Clostridia,True,True,True,Firmicutes,Bacillota,True,True,True
9feda0d620fa50b57ce3f848e1b48975,372,1.0,0.0,nan,Delftia,False,False,False,Comamonadaceae,Comamonadaceae,True,True,True,Burkholderiales,Burkholderiales,True,True,True,Gammaproteobacteria,Betaproteobacteria,False,True,True,Proteobacteria,Pseudomonadota,True,True,True
07e00e1bcc9d9a3c50591f721785e591,374,0.9946,0.0,nan,,False,False,False,Dethiobacteraceae,,False,False,True,Dethiobacterales,,False,False,True,Dethiobacteria,,False,False,True,Firmicutes,Bacillota,True,True,True
cd05a4b1cda569ae366c6980823f4c72,374,0.9985,0.0,Azoarcus,Uliginosibacterium,False,False,True,Rhodocyclaceae,Zoogloeaceae,False,True,True,Burkholderiales,Rhodocyclales,False,False,True,Gammaproteobacteria,Betaproteobacteria,False,False,True,Proteobacteria,Pseudomonadota,True,True,True
28b5f35cfb5f0516e5e5f896428abdcd,372,1.0,0.0,Aquamicrobium,Aquamicrobium,True,True,True,Rhizobiaceae,Phyllobacteriaceae,False,True,True,Rhizobiales,Hyphomicrobiales,False,False,True,Alphaproteobacteria,Alphaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
113b0d8ebf97fc5aba85fa06ecfdbb1a,374,0.998,0.0,nan,Candidatus Darwinibacter,False,False,False,Syntrophomonadaceae,Candidatus Darwinibacteriaceae,False,True,True,Syntrophomonadales,Candidatus Darwinibacteriales,False,False,True,Syntrophomonadia,Clostridia,False,False,True,Firmicutes,Bacillota,True,True,True
cd1f95189b8375347f827f4a8b08dcf7,369,0.9995,0.0,Soehngenia,Gudongella,False,False,True,Family_XI,Tissierellaceae,False,False,True,Peptostreptococcales-Tissierellales,Tissierellales,False,False,True,Clostridia,Tissierellia,False,True,True,Firmicutes,Bacillota,True,True,True
a402fc6f0fd057decbe746f48bf12862,370,0.9995,0.263746345,Petrimonas,Petrimonas,True,True,True,Dysgonomonadaceae,Dysgonomonadaceae,True,True,True,Bacteroidales,Bacteroidales,True,True,True,Bacteroidia,Bacteroidia,True,True,True,Bacteroidota,Bacteroidota,True,True,True
1f4fb4bfdca6c9d13106ed533362a62e,374,1.0,0.0,Desulfosporosinus,Desulfitobacterium,False,True,True,Desulfitobacteriaceae,Desulfitobacteriaceae,True,True,True,Desulfitobacteriales,Eubacteriales,False,False,True,Desulfitobacteriia,Clostridia,False,False,True,Firmicutes,Bacillota,True,True,True
e8e82cf023a3abd684fe7e817acc9bf0,374,0.9995,0.0,Christensenellaceae_R-7_group,,False,False,True,Christensenellaceae,,False,False,True,Christensenellales,Christensenellales,True,True,True,Clostridia,Clostridia,True,True,True,Firmicutes,Bacillota,True,True,True
793ecb5ed65cd96425a35698e8ab9e78,373,0.9995,0.001911205,Sulfurospirillum,Cronobacter,False,False,True,Sulfurospirillaceae,Enterobacteriaceae,False,False,True,Campylobacterales,Enterobacterales,False,True,True,Campylobacteria,Gammaproteobacteria,False,False,True,Campylobacterota,Pseudomonadota,False,True,True
58b2cf308363fb35b932620518786116,371,1.0,0.0,Proteiniborus,Proteiniborus,True,True,True,Proteiniboraceae,,False,False,True,Peptostreptococcales-Tissierellales,Eubacteriales,False,False,True,Clostridia,Clostridia,True,True,True,Firmicutes,Bacillota,True,True,True
a353b92733af5260a57dd1a0ba3001e1,378,0.9995,0.0,Methanobacterium,Methanobacterium,True,True,True,Methanobacteriaceae,Methanobacteriaceae,True,True,True,Methanobacteriales,Methanobacteriales,True,True,True,Methanobacteria,Methanobacteria,True,True,True,Euryarchaeota,Methanobacteriota,True,True,True
deb262fd92af4fdcd3b6240303048b2a,374,0.999,0.007644822,midas_g_2901,,False,False,False,midas_f_1770,,False,False,False,midas_o_1194,Burkholderiales,False,False,False,midas_c_55,Betaproteobacteria,False,False,False,WPS-2,Pseudomonadota,False,False,True
abaecd8b82d14efc7ccc4dcb7f864cba,369,1.0,0.0,Sedimentibacter,,False,True,True,Sedimentibacteraceae,Pseudomonadaceae,False,False,True,Peptostreptococcales-Tissierellales,Pseudomonadales,False,False,True,Clostridia,Gammaproteobacteria,False,True,True,Firmicutes,Pseudomonadota,False,True,True
5631fe818e588992529f6071afc9cda5,374,0.9971,0.0,Christensenellaceae_R-7_group,,False,False,True,Christensenellaceae,,False,False,True,Christensenellales,,False,True,True,Clostridia,Clostridia,True,True,True,Firmicutes,Bacillota,True,True,True
4adbf4beb8d2b17f63b543e4d9aa39b6,370,1.0,0.0,midas_g_9269,,False,False,False,Paludibacteraceae,,False,True,True,Bacteroidales,,False,True,True,Bacteroidia,,False,True,True,Bacteroidota,candidate division WWE3,False,True,True
43a52ec4605b37f3671b33e61ff6fedd,370,0.9976,0.101293886,midas_g_36215,,False,False,False,Rikenellaceae,,False,True,True,Bacteroidales,,False,True,True,Bacteroidia,,False,True,True,Bacteroidota,Bacteroidota,True,True,True
b4eac52cfa36ce63f24be2fc530ad204,370,0.9995,0.022934465,Proteiniphilum,,False,True,True,Dysgonomonadaceae,,False,True,True,Bacteroidales,,False,True,True,Bacteroidia,,False,True,True,Bacteroidota,Bacteroidota,True,True,True
f63e76a4ce2cd0f7f39e8195d8302dcf,374,1.0,0.0,Enterococcus,Enterococcus,True,True,True,Enterococcaceae,Enterococcaceae,True,True,True,Lactobacillales,Lactobacillales,True,True,True,Bacilli,Bacilli,True,True,True,Firmicutes,Bacillota,True,True,True
206069e5a5041e6c7f39a4141aefdc19,374,0.9985,0.137606789,Christensenellaceae_R-7_group,,False,False,True,Christensenellaceae,,False,True,True,Christensenellales,Eubacteriales,False,True,True,Clostridia,Clostridia,True,True,True,Firmicutes,Bacillota,True,True,True
d863bc6a2fa6a8a93787e45a6abe3304,374,0.9995,0.007644822,Stenotrophomonas,Stenotrophomonas,True,True,True,Xanthomonadaceae,Lysobacteraceae,False,False,True,Xanthomonadales,Lysobacterales,False,False,True,Gammaproteobacteria,Gammaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
89d1d4064aa11fd1f3efb8e1345c813f,374,0.9941,0.0,midas_g_97954,Ruminiclostridium,False,False,False,SRB2,Oscillospiraceae,False,False,True,Thermoanaerobacterales,Eubacteriales,False,False,True,Thermoanaerobacteria,Clostridia,False,False,True,Firmicutes,Bacillota,True,True,True
52708c2cfa926ba9b2f69878c97cee2c,372,1.0,0.0,Stappia,Stappia,True,True,True,Stappiaceae,Stappiaceae,True,True,True,Rhizobiales,Hyphomicrobiales,False,False,True,Alphaproteobacteria,Alphaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
bb617d32673d5f60d6216a07ad7a42bc,371,0.9995,0.0,Desulfovibrio,Desulfovibrio,True,True,True,Desulfovibrionaceae,Desulfovibrionaceae,True,True,True,Desulfovibrionales,Desulfovibrionales,True,True,True,Desulfovibrionia,Desulfovibrionia,True,True,True,Desulfobacterota,Thermodesulfobacteriota,False,False,True
d02e8e093df5064814273f652473189e,373,0.998,0.0,Intestinimonas,Intestinimonas,True,True,True,Oscillospiraceae,,False,True,True,Oscillospirales,Eubacteriales,False,False,True,Clostridia,Clostridia,True,True,True,Firmicutes,Bacillota,True,True,True
d48429274cd09a4257ad8b24c009e8fd,370,0.9961,0.0,midas_g_25828,,False,False,False,Prolixibacteraceae,,False,True,True,Bacteroidales,,False,True,True,Bacteroidia,,False,True,True,Bacteroidota,Bacteroidota,True,True,True
efbade8cc54695abfc5c07f21eecb6e7,373,1.0,0.0,Acinetobacter,Acinetobacter,True,True,True,Moraxellaceae,Moraxellaceae,True,True,True,Pseudomonadales,Moraxellales,False,False,True,Gammaproteobacteria,Gammaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
0b736ddea36ed16291fa058fe28061f8,372,0.9951,0.0,midas_g_1799,,False,False,False,midas_f_1799,,False,False,False,Proteinivoracales,,False,False,True,Clostridia,,False,False,True,Firmicutes,Bacillota,True,True,True
7d537f12eaa3231c2c2b58b74901051c,374,0.9956,0.0,midas_g_3595,,False,False,False,Peptococcaceae,,False,False,True,Peptococcales,,False,False,True,Clostridia,,False,True,True,Firmicutes,Bacillota,True,True,True
a43c475502b54cdee1385dcca3109bfe,373,1.0,0.0,Lachnoclostridium,Lacrimispora,False,False,True,Lachnospiraceae,Lachnospiraceae,True,True,True,Lachnospirales,Lachnospirales,True,True,True,Clostridia,Clostridia,True,True,True,Firmicutes,Bacillota,True,True,True
e1382120e151d51cb3b3b6900845f1c8,371,0.9995,0.0,Desulfomicrobium,Desulfomicrobium,True,True,True,Desulfomicrobiaceae,Desulfomicrobiaceae,True,True,True,Desulfovibrionales,Desulfovibrionales,True,True,True,Desulfovibrionia,Desulfovibrionia,True,True,True,Desulfobacterota,Thermodesulfobacteriota,False,False,True
659d1fe872c9b31a9e0b81eef5ca6218,375,0.9976,0.026756876,Pelotomaculum,Pelotomaculum,True,True,True,Pelotomaculaceae,Desulfotomaculaceae,False,False,True,Desulfotomaculales,Eubacteriales,False,False,True,Desulfotomaculia,Clostridia,False,False,True,Firmicutes,Bacillota,True,True,True
dc9b83b9dbf521d0d0b0e1576e44d06a,374,0.9897,0.0,midas_g_93469,Proteiniphilum,False,False,False,Limnochordaceae,Dysgonomonadaceae,False,False,True,Limnochordales,Bacteroidales,False,False,True,Limnochordia,Bacteroidia,False,False,True,Firmicutes,Bacteroidota,False,True,True
868a2dd217365ddd6d6ab64d48aeed4a,374,0.9956,0.013378438,nan,,False,False,False,nan,,False,False,False,nan,,False,False,False,nan,,False,False,False,Firmicutes,Bacillota,True,True,True
a49becf5a5dbcb201f091757c62fc6bb,373,0.9995,0.0,Pseudarcobacter,Cronobacter,False,False,True,Arcobacteraceae,Enterobacteriaceae,False,True,True,Campylobacterales,Enterobacterales,False,True,True,Campylobacteria,Gammaproteobacteria,False,False,True,Campylobacterota,Pseudomonadota,False,True,True
19083703874fec5c0e976f6ca4fa6bc9,375,0.9995,0.011467232,Rhodococcus,Rhodococcus,True,True,True,Nocardiaceae,Nocardiaceae,True,True,True,Corynebacteriales,Mycobacteriales,False,False,True,Actinobacteria,Actinomycetes,False,False,True,Actinobacteriota,Actinomycetota,False,False,True
5cb2b4186e2e95521540e2ccbafcb4c9,371,1.0,0.0,Desulfovibrio,Nitratidesulfovibrio,False,True,True,Desulfovibrionaceae,Desulfovibrionaceae,True,True,True,Desulfovibrionales,Desulfovibrionales,True,True,True,Desulfovibrionia,Desulfovibrionia,True,True,True,Desulfobacterota,Thermodesulfobacteriota,False,False,True
fa0525ece71fa3362210e904b24a9b62,374,0.9995,0.0,midas_g_4301,,False,False,False,SRB2,,False,False,True,Thermoanaerobacterales,,False,False,True,Thermoanaerobacteria,,False,False,True,Firmicutes,Bacillota,True,True,True
21ceeb224e15175f0c85797abce40d0a,372,1.0,0.0,Achromobacter,Achromobacter,True,True,True,Alcaligenaceae,Alcaligenaceae,True,True,True,Burkholderiales,Burkholderiales,True,True,True,Gammaproteobacteria,Betaproteobacteria,False,True,True,Proteobacteria,Pseudomonadota,True,True,True
de329304e57f0e32da3a08e64625a2e1,373,0.998,0.0,Oscillibacter,Oscillibacter,True,True,True,Oscillospiraceae,Oscillospiraceae,True,True,True,Oscillospirales,Eubacteriales,False,False,True,Clostridia,Clostridia,True,True,True,Firmicutes,Bacillota,True,True,True
04e715f54c06e9ccf25afba02b343b5c,373,0.9927,0.0,midas_g_7,,False,False,False,Dethiobacteraceae,Syntrophomonadaceae,False,False,True,Dethiobacterales,Eubacteriales,False,False,True,Dethiobacteria,Clostridia,False,False,True,Firmicutes,Bacillota,True,True,True
09383f3babfd32418e7ba07634680e12,372,0.9995,0.0,Pannonibacter,Pannonibacter,True,True,True,Stappiaceae,Stappiaceae,True,True,True,Rhizobiales,Hyphomicrobiales,False,False,True,Alphaproteobacteria,Alphaproteobacteria,True,True,True,Proteobacteria,Pseudomonadota,True,True,True
df94cb7c1f51d6e7df4a969d561b0a4d,377,1.0,0.0,midas_g_399,,False,False,False,midas_f_5,,False,False,False,midas_o_5,,False,False,False,Actinobacteria,Actinomycetes,False,False,True,Actinobacteriota,Actinomycetota,False,False,True
