asv,tier,gpu_n,edlib_n,gpu_reps,edlib_reps,gpu_anchor,gpu_anchor_species,edlib_anchor,edlib_anchor_species,gpu_anchor_edlib_rank,gpu_reps_in_edlib_top20,gpu_reps_total,gpu_rep_edlib_ranks,genome_set_identical,species_set_identical,anchor_genome_match,anchor_species_match,jaccard_genome
be9dcf562f0ab066c0b252d527a42d19,species,1,1,1537.8,1537.8,1537.8,Romboutsia lituseburensis,1537.8,Romboutsia lituseburensis,1,1,1,1,True,True,True,True,1.0
6aa300d5323cbf75dc53cec3e6acb87c,genus,1,1,1734398.4,1734398.4,1734398.4,Gracilibacter sp. BRH_c7a,1734398.4,Gracilibacter sp. BRH_c7a,3,1,1,3,True,True,True,True,1.0
e29f9ab1342fe7d53d4f1e2d03bb5969,species,2,2,3034609.7|1869227.3111,3034609.7|1869227.3111,3034609.7,Aminobacteriaceae bacterium,3034609.7,Aminobacteriaceae bacterium,2,2,2,2|5,True,True,True,True,1.0
430c875622713c0d7662add2d8e7db60,species,1,1,296842.5,296842.5,296842.5,Solidesulfovibrio carbinolicus,296842.5,Solidesulfovibrio carbinolicus,1,1,1,1,True,True,True,True,1.0
e144d237c973d831d708cac2c17df968,species,2,2,52694.18|1068975.15,52694.18|1068975.15,52694.18,Acetobacterium wieringae,52694.18,Acetobacterium wieringae,2,2,2,2|3,True,True,True,True,1.0
ec92f6331d8ecb50e3f0dee8fbf3bcb0,species,1,1,2049048.197,2049048.197,2049048.197,Rikenellaceae bacterium,2049048.197,Rikenellaceae bacterium,1,1,1,1,True,True,True,True,1.0
8e6faab8acc1bdcba46f098a739aec14,species,1,1,1632858.6,1632858.6,1632858.6,Massilibacterium senegalense,1632858.6,Massilibacterium senegalense,1,1,1,1,True,True,True,True,1.0
160417c8184691818a991a146e5402d7,species,1,1,1632858.6,1632858.6,1632858.6,Massilibacterium senegalense,1632858.6,Massilibacterium senegalense,1,1,1,1,True,True,True,True,1.0
d42912a22b570ab99938b745999ae2cc,species,1,1,162156.240,162156.240,162156.240,uncultured Bacteroides sp.,162156.240,uncultured Bacteroides sp.,1,1,1,1,True,True,True,True,1.0
b7806c4f83108800a9c32dc83c148d95,species,2,2,2053634.216|2022749.209,2053634.216|2022749.209,2053634.216,Candidatus Uhrbacteria bacterium,2053634.216,Candidatus Uhrbacteria bacterium,1,2,2,1|2,True,True,True,True,1.0
93fadef301b62aa732e42bf1142b3afa,species,1,1,422285.13,422285.13,422285.13,uncultured candidate division WWE3 bacterium,422285.13,uncultured candidate division WWE3 bacterium,1,1,1,1,True,True,True,True,1.0
4bea53b2aad77f2569a0182f6b84255e,species,2,2,3039494.5|163665.19,3039494.5|163665.19,3039494.5,Dysgonomonas sp. Marseille-Q5470,3039494.5,Dysgonomonas sp. Marseille-Q5470,1,2,2,1|2,True,True,True,True,1.0
472fdc0687378563f0c9da6da7638e1a,species,2,2,318464.76|1550.8,318464.76|1550.8,318464.76,Clostridium sulfidigenes,318464.76,Clostridium sulfidigenes,1,2,2,1|6,True,True,True,True,1.0
765b69d9c4313cc8630769db523cc54c,species,2,2,1263547.8|1945593.2603,1263547.8|1945593.2603,1263547.8,Oscillibacter ruminantium,1263547.8,Oscillibacter ruminantium,2,2,2,2|7,True,True,True,True,1.0
29b313a5262947210e3e9de415abaead,species,2,2,2920940.4|3381346.3,2920940.4|3381346.3,2920940.4,Ochrobactrum sp. A-1,2920940.4,Ochrobactrum sp. A-1,1,2,2,1|2,True,True,True,True,1.0
e9e060e5e0e46911cad92b8292aeefd7,species,2,2,398199.6|3374101.3,398199.6|3374101.3,398199.6,Proteiniclasticum ruminis,398199.6,Proteiniclasticum ruminis,1,2,2,1|2,True,True,True,True,1.0
ea156f972cd3802c3fac147e4200ba7a,species,1,1,1674822.4,1674822.4,1674822.4,Bacteroidales bacterium Bact_08,1674822.4,Bacteroidales bacterium Bact_08,1,1,1,1,True,True,True,True,1.0
da47a34fd036b068ca0c5eaf185e2082,genus,3,3,2268201.27|1977087.4365|3041276.11,2268201.27|1977087.4365|3041276.11,2268201.27,Synergistales bacterium,2268201.27,Synergistales bacterium,1,3,3,1|4|5,True,True,True,True,1.0
01bc6f144e0f577c7a5364ebafdb3509,species,2,2,2023866.16|1926877.79,2023866.16|1926877.79,2023866.16,Petrimonas sp.,2023866.16,Petrimonas sp.,1,2,2,1|2,True,True,True,True,1.0
3343d19c0bc1759a66023cbc86c92592,species,1,1,3064664.35,3064664.35,3064664.35,Candidatus Cloacimonadaceae bacterium,3064664.35,Candidatus Cloacimonadaceae bacterium,1,1,1,1,True,True,True,True,1.0
a061d8883eca2028db1d268500722130,species,1,1,3064664.35,3064664.35,3064664.35,Candidatus Cloacimonadaceae bacterium,3064664.35,Candidatus Cloacimonadaceae bacterium,1,1,1,1,True,True,True,True,1.0
0709277372b3816e3986842fb10c8e96,species,2,2,1926877.74|1642646.7,1926877.74|1642646.7,1926877.74,Proteiniphilum sp.,1926877.74,Proteiniphilum sp.,1,2,2,1|3,True,True,True,True,1.0
a82691ab5fd4e8d3d3b23b7958c8e764,family,2,2,2030927.2649|320502.3,2030927.2649|320502.3,2030927.2649,Bacteroidales bacterium,2030927.2649,Bacteroidales bacterium,2,2,2,2|3,True,True,True,True,1.0
181a2b6fbc1d5f5de022772f08fb875c,genus,1,1,1871015.3,1871015.3,1871015.3,Pseudoflavonifractor sp. Marseille-P3106,1871015.3,Pseudoflavonifractor sp. Marseille-P3106,1,1,1,1,True,True,True,True,1.0
28f1a500a5a6ebd1cede9322b50bcaad,species,1,1,1879010.7447,1879010.7447,1879010.7447,Bacillota bacterium,1879010.7447,Bacillota bacterium,1,1,1,1,True,True,True,True,1.0
5976a56adfe903f7348b5eb5689e3c55,genus,1,1,2030927.4484,2030927.4484,2030927.4484,Bacteroidales bacterium,2030927.4484,Bacteroidales bacterium,1,1,1,1,True,True,True,True,1.0
4b50be28c2cc7c6a4dbc6300155c5218,species,2,2,588932.13|1978230.135,588932.13|1978230.135,588932.13,Brevundimonas naejangsanensis,588932.13,Brevundimonas naejangsanensis,1,2,2,1|2,True,True,True,True,1.0
19463e5fe824700110e4a4ec8afe0512,species,1,1,1915619.3,1915619.3,1915619.3,Methanobacteriaceae archaeon UBA117,1915619.3,Methanobacteriaceae archaeon UBA117,2,1,1,2,True,True,True,True,1.0
499a635c6e7dcd5c8ef518302aa50011,species,2,2,1918497.3|2023870.9,1918497.3|2023870.9,1918497.3,Proteiniphilum sp. EBM-39,1918497.3,Proteiniphilum sp. EBM-39,2,2,2,2|4,True,True,True,True,1.0
ff6f97ce50ea01298f8e58b53b97d489,species,2,2,472.424|40215.169,472.424|40215.169,472.424,Acinetobacter sp.,472.424,Acinetobacter sp.,1,2,2,1|2,True,True,True,True,1.0
c7553191e309cfc2e28aea2507e7afdf,species,1,1,3030912.177,3030912.177,3030912.177,Anaerovoracaceae bacterium,3030912.177,Anaerovoracaceae bacterium,1,1,1,1,True,True,True,True,1.0
9feda0d620fa50b57ce3f848e1b48975,species,1,1,180282.80,180282.80,180282.80,Delftia tsuruhatensis,180282.80,Delftia tsuruhatensis,1,1,1,1,True,True,True,True,1.0
07e00e1bcc9d9a3c50591f721785e591,genus,1,1,310093.17,310093.17,310093.17,uncultured Syntrophomonadaceae bacterium,310093.17,uncultured Syntrophomonadaceae bacterium,1,1,1,1,True,True,True,True,1.0
cd05a4b1cda569ae366c6980823f4c72,genus,4,4,2569850.20|2570191.3|2795389.3|1898103.523,2569850.20|2570191.3|2795389.3|1898103.523,2569850.20,Zoogloeaceae bacterium,2569850.20,Zoogloeaceae bacterium,3,4,4,3|4|5|8,True,True,True,True,1.0
28b5f35cfb5f0516e5e5f896428abdcd,species,1,1,89772.4,89772.4,89772.4,Aquamicrobium lusatiense,89772.4,Aquamicrobium lusatiense,1,1,1,1,True,True,True,True,1.0
113b0d8ebf97fc5aba85fa06ecfdbb1a,genus,1,1,1926877.41,1926877.41,1926877.41,Proteiniphilum sp.,1926877.41,Proteiniphilum sp.,1,1,1,1,True,True,True,True,1.0
cd1f95189b8375347f827f4a8b08dcf7,species,2,2,2692384.7|3385990.4,2692384.7|3385990.4,2692384.7,Gudongella sp.,2692384.7,Gudongella sp.,1,2,2,1|2,True,True,True,True,1.0
a402fc6f0fd057decbe746f48bf12862,species,1,1,1978337.3,1978337.3,1978337.3,Petrimonas sp. IBARAKI,1978337.3,Petrimonas sp. IBARAKI,1,1,1,1,True,True,True,True,1.0
1f4fb4bfdca6c9d13106ed533362a62e,species,2,2,49338.10|1121395.3,49338.10|1121395.3,49338.10,Desulfitobacterium hafniense,49338.10,Desulfitobacterium hafniense,1,2,2,1|2,True,True,True,True,1.0
e8e82cf023a3abd684fe7e817acc9bf0,species,1,1,3083246.44,3083246.44,3083246.44,Christensenellales bacterium,3083246.44,Christensenellales bacterium,1,1,1,1,True,True,True,True,1.0
793ecb5ed65cd96425a35698e8ab9e78,species,1,1,2954076.8,2954076.8,2954076.8,,2954076.8,,1,1,1,1,True,True,True,False,1.0
58b2cf308363fb35b932620518786116,species,1,1,415015.4,415015.4,415015.4,Proteiniborus ethanoligenes,415015.4,Proteiniborus ethanoligenes,1,1,1,1,True,True,True,True,1.0
a353b92733af5260a57dd1a0ba3001e1,species,1,1,493461.3,493461.3,493461.3,Methanobacterium movens,493461.3,Methanobacterium movens,1,1,1,1,True,True,True,True,1.0
deb262fd92af4fdcd3b6240303048b2a,species,1,1,90426.50,90426.50,90426.50,Methanothrix sp.,90426.50,Methanothrix sp.,1,1,1,1,True,True,True,True,1.0
abaecd8b82d14efc7ccc4dcb7f864cba,species,1,1,1914538.113,1914538.113,1914538.113,Pseudomonadaceae bacterium,1914538.113,Pseudomonadaceae bacterium,1,1,1,1,True,True,True,True,1.0
5631fe818e588992529f6071afc9cda5,genus,4,4,3083246.34|3097447.3|33025.771|2831996.379,3083246.34|3097447.3|33025.771|2831996.379,3083246.34,Christensenellales bacterium,3083246.34,Christensenellales bacterium,5,4,4,5|2|3|4,True,True,True,True,1.0
4adbf4beb8d2b17f63b543e4d9aa39b6,species,1,1,422285.13,422285.13,422285.13,uncultured candidate division WWE3 bacterium,422285.13,uncultured candidate division WWE3 bacterium,1,1,1,1,True,True,True,True,1.0
43a52ec4605b37f3671b33e61ff6fedd,genus,1,1,2030927.4484,2030927.4484,2030927.4484,Bacteroidales bacterium,2030927.4484,Bacteroidales bacterium,1,1,1,1,True,True,True,True,1.0
b4eac52cfa36ce63f24be2fc530ad204,species,2,2,1898104.1542|1642647.4,1898104.1542|1642647.4,1898104.1542,Bacteroidota bacterium,1898104.1542,Bacteroidota bacterium,1,2,2,1|2,True,True,True,True,1.0
f63e76a4ce2cd0f7f39e8195d8302dcf,species,2,2,1352.23145|53346.225,1352.23145|53346.225,1352.23145,Enterococcus faecium,1352.23145,Enterococcus faecium,1,2,2,1|3,True,True,True,True,1.0
206069e5a5041e6c7f39a4141aefdc19,genus,2,2,820.7372|172733.3472,820.7372|172733.3472,820.7372,Bacteroides uniformis,820.7372,Bacteroides uniformis,3,2,2,3|1,True,True,True,True,1.0
d863bc6a2fa6a8a93787e45a6abe3304,species,2,2,868597.17|2871169.3,868597.17|2871169.3,868597.17,Stenotrophomonas maltophilia,868597.17,Stenotrophomonas maltophilia,1,2,2,1|5,True,True,True,True,1.0
89d1d4064aa11fd1f3efb8e1345c813f,family,1,1,2030927.2649,2030927.2649,2030927.2649,Bacteroidales bacterium,2030927.2649,Bacteroidales bacterium,1,1,1,1,True,True,True,True,1.0
52708c2cfa926ba9b2f69878c97cee2c,species,2,2,538381.39|3046693.3,538381.39|3046693.3,538381.39,Stappia indica,538381.39,Stappia indica,1,2,2,1|3,True,True,True,True,1.0
bb617d32673d5f60d6216a07ad7a42bc,species,2,2,415242.3|2718620.5,415242.3|2718620.5,415242.3,Desulfovibrio psychrotolerans,415242.3,Desulfovibrio psychrotolerans,1,2,2,1|2,True,True,True,True,1.0
d02e8e093df5064814273f652473189e,genus,2,2,2881257.8|1689270.3,2881257.8|1689270.3,2881257.8,Intestinimonas aquisgranensis,2881257.8,Intestinimonas aquisgranensis,1,2,2,1|2,True,True,True,True,1.0
d48429274cd09a4257ad8b24c009e8fd,genus,1,1,413497.13,413497.13,413497.13,Cronobacter dublinensis,413497.13,Cronobacter dublinensis,1,1,1,1,True,True,True,True,1.0
efbade8cc54695abfc5c07f21eecb6e7,species,2,2,202956.47|2799601.5,202956.47|2799601.5,202956.47,Acinetobacter towneri,202956.47,Acinetobacter towneri,2,2,2,2|5,True,True,True,True,1.0
0b736ddea36ed16291fa058fe28061f8,genus,1,1,1879010.6660,1879010.6660,1879010.6660,Bacillota bacterium,1879010.6660,Bacillota bacterium,1,1,1,1,True,True,True,True,1.0
7d537f12eaa3231c2c2b58b74901051c,genus,1,1,1879010.10371,1879010.10371,1879010.10371,Bacillota bacterium,1879010.10371,Bacillota bacterium,1,1,1,1,True,True,True,True,1.0
a43c475502b54cdee1385dcca3109bfe,species,2,2,1286362.3|1297793.6,1286362.3|1297793.6,1286362.3,Lacrimispora celerecrescens,1286362.3,Lacrimispora celerecrescens,1,2,2,1|2,True,True,True,True,1.0
e1382120e151d51cb3b3b6900845f1c8,species,2,2,2952228.3|52561.3,2952228.3|52561.3,2952228.3,Desulfomicrobium sp. ZS1,2952228.3,Desulfomicrobium sp. ZS1,1,2,2,1|2,True,True,True,True,1.0
659d1fe872c9b31a9e0b81eef5ca6218,genus,1,1,78350.3,78350.3,78350.3,Pelotomaculum schinkii,78350.3,Pelotomaculum schinkii,1,1,1,1,True,True,True,True,1.0
dc9b83b9dbf521d0d0b0e1576e44d06a,genus,1,1,1926877.82,1926877.82,1926877.82,Proteiniphilum sp.,1926877.82,Proteiniphilum sp.,1,1,1,1,True,True,True,True,1.0
868a2dd217365ddd6d6ab64d48aeed4a,family,1,1,2044939.1136,2044939.1136,2044939.1136,Clostridia bacterium,2044939.1136,Clostridia bacterium,1,1,1,1,True,True,True,True,1.0
a49becf5a5dbcb201f091757c62fc6bb,species,2,2,873191.9|913109.7,873191.9|913109.7,873191.9,Arcobacter defluvii,873191.9,Arcobacter defluvii,1,2,2,1|6,True,True,True,True,1.0
19083703874fec5c0e976f6ca4fa6bc9,species,2,2,2854796.6|2907624.6,2854796.6|2907624.6,2854796.6,Rhodococcus sp. 11-3,2854796.6,Rhodococcus sp. 11-3,2,2,2,2|3,True,True,True,True,1.0
5cb2b4186e2e95521540e2ccbafcb4c9,species,1,1,3084053.3,3084053.3,3084053.3,Nitratidesulfovibrio sp. 1201_IL3209,3084053.3,Nitratidesulfovibrio sp. 1201_IL3209,1,1,1,1,True,True,True,True,1.0
fa0525ece71fa3362210e904b24a9b62,species,1,1,1879010.7447,1879010.7447,1879010.7447,Bacillota bacterium,1879010.7447,Bacillota bacterium,1,1,1,1,True,True,True,True,1.0
21ceeb224e15175f0c85797abce40d0a,species,2,2,32002.40|85698.295,32002.40|85698.295,32002.40,Achromobacter denitrificans,32002.40,Achromobacter denitrificans,1,2,2,1|2,True,True,True,True,1.0
de329304e57f0e32da3a08e64625a2e1,genus,2,2,3142770.3|2485925.1393,3142770.3|2485925.1393,3142770.3,Oscillospiraceae bacterium 38-13,3142770.3,Oscillospiraceae bacterium 38-13,1,2,2,1|2,True,True,True,True,1.0
04e715f54c06e9ccf25afba02b343b5c,family,1,1,2093811.4,2093811.4,2093811.4,Syntrophomonadaceae bacterium,2093811.4,Syntrophomonadaceae bacterium,1,1,1,1,True,True,True,True,1.0
09383f3babfd32418e7ba07634680e12,species,1,1,2003582.3,2003582.3,2003582.3,Pannonibacter sp. P2PFMT1,2003582.3,Pannonibacter sp. P2PFMT1,1,1,1,1,True,True,True,True,1.0
df94cb7c1f51d6e7df4a969d561b0a4d,species,2,2,2900548.68|1978231.1291,2900548.68|1978231.1291,2900548.68,Actinomycetota bacterium,2900548.68,Actinomycetota bacterium,1,2,2,1|2,True,True,True,True,1.0
ac9e79a82beb3b70c0c7193fff0a8524,genus,1,1,413497.13,413497.13,413497.13,Cronobacter dublinensis,413497.13,Cronobacter dublinensis,1,1,1,1,True,True,True,True,1.0
cb08126894ac0c8eeddc7b86d1ab1eb9,genus,1,1,3072787.4,3072787.4,3072787.4,Bacillota bacterium LX-D,3072787.4,Bacillota bacterium LX-D,1,1,1,1,True,True,True,True,1.0
b47908de018aea1744738eba767e1034,genus,1,1,1871005.3,1871005.3,1871005.3,Anaerosalibacter sp. Marseille-P3206,1871005.3,Anaerosalibacter sp. Marseille-P3206,1,1,1,1,True,True,True,True,1.0
0eff2f70a09cbdfd1a1684adcb990931,species,1,1,1841868.3,1841868.3,1841868.3,Provencibacterium massiliense,1841868.3,Provencibacterium massiliense,1,1,1,1,True,True,True,True,1.0
6e50cfec46931f3d8e0af8e75af55b43,genus,1,1,1297617.207,1297617.207,1297617.207,Intestinimonas butyriciproducens,1297617.207,Intestinimonas butyriciproducens,1,1,1,1,True,True,True,True,1.0
ec716420b2bb28ff5cfc5b19edbe2dfa,species,2,2,85698.438|32002.71,85698.438|32002.71,85698.438,Achromobacter xylosoxidans,85698.438,Achromobacter xylosoxidans,1,2,2,1|5,True,True,True,True,1.0
b180a2455b236c103cf0bfe620095736,species,2,2,2724150.3|1115758.5,2724150.3|1115758.5,2724150.3,Romboutsia sp. CE17,2724150.3,Romboutsia sp. CE17,1,2,2,1|2,True,True,True,True,1.0
3badde1c4760a921d723409ee05fead0,species,1,1,2544872.3,2544872.3,2544872.3,,2544872.3,,1,1,1,1,True,True,True,False,1.0
dcc552ee0bfe584a9f79fd3d7893047f,genus,2,2,521720.6|2604941.3,521720.6|2604941.3,521720.6,Denitrificimonas caeni,521720.6,Denitrificimonas caeni,1,2,2,1|2,True,True,True,True,1.0
3679eb1918d142d7e468ea32c2f42595,species,2,2,1909294.490|2015316.3,1909294.490|2015316.3,1909294.490,Hyphomicrobiales bacterium,1909294.490,Hyphomicrobiales bacterium,1,2,2,1|3,True,True,True,True,1.0
66575db7635d648549a9eb5a4eafb710,genus,1,1,2033014.110,2033014.110,2033014.110,Armatimonadota bacterium,2033014.110,Armatimonadota bacterium,1,1,1,1,True,True,True,True,1.0
f876e4d5cbaa6ac5f3c225bcaf146791,genus,2,2,2026791.202|2202153.108,2026791.202|2202153.108,2026791.202,Bryobacterales bacterium,2026791.202,Bryobacterales bacterium,1,2,2,1|2,True,True,True,True,1.0
5040d210b906c738569bf1c3505ad558,species,1,1,1506.548,1506.548,1506.548,Clostridium sp.,1506.548,Clostridium sp.,1,1,1,1,True,True,True,True,1.0
c05932b0e9b0bcf5f076c8971c6bab60,species,1,1,1120989.3,1120989.3,1120989.3,Anaerobranca californiensis,1120989.3,Anaerobranca californiensis,1,1,1,1,True,True,True,True,1.0
42655605abb4cc7bd5f1be954adf23b0,genus,1,1,2172549.5,2172549.5,2172549.5,Candidatus Brocadia sp.,2172549.5,Candidatus Brocadia sp.,1,1,1,1,True,True,True,True,1.0
212e304679f170a464d2616b3f94a250,species,1,1,3070655.6,3070655.6,3070655.6,Oscillospiraceae bacterium MB24-C1,3070655.6,Oscillospiraceae bacterium MB24-C1,1,1,1,1,True,True,True,True,1.0
6322c84c5ee6585bf9973a931d8f279d,species,1,1,2831996.379,2831996.379,2831996.379,Eubacteriales bacterium,2831996.379,Eubacteriales bacterium,1,1,1,1,True,True,True,True,1.0
e357ec372ce3fdd9cc473b8f57edc002,species,1,1,2044939.530,2044939.530,2044939.530,Clostridia bacterium,2044939.530,Clostridia bacterium,1,1,1,1,True,True,True,True,1.0
89dfaf0aa4a8af8e27a826ba8dd97044,species,2,2,2010183.3|165813.31,2010183.3|165813.31,2010183.3,Sporanaerobacter sp.,2010183.3,Sporanaerobacter sp.,1,2,2,1|3,True,True,True,True,1.0
a5ea8c2ae0dc9882cf9358924dd4f453,species,1,1,413497.13,413497.13,413497.13,Cronobacter dublinensis,413497.13,Cronobacter dublinensis,1,1,1,1,True,True,True,True,1.0
3487ee381e9bba57861b67ac3936d665,species,1,1,1931241.6,1931241.6,1931241.6,Halopseudomonas phragmitis,1931241.6,Halopseudomonas phragmitis,1,1,1,1,True,True,True,True,1.0
8ebc39e79a930b5db089420489c40543,species,2,2,1129264.8|158189.10,1129264.8|158189.10,1129264.8,Sphaerochaeta associata,1129264.8,Sphaerochaeta associata,1,2,2,1|2,True,True,True,True,1.0
7281c911136ba2bdcafebb9c71729dea,species,1,1,1915619.3,1915619.3,1915619.3,Methanobacteriaceae archaeon UBA117,1915619.3,Methanobacteriaceae archaeon UBA117,2,1,1,2,True,True,True,True,1.0
acb819d2b09f090ba6c3112028bbc54b,species,2,2,1978231.1289|2026888.232,1978231.1289|2026888.232,1978231.1289,Acidobacteriota bacterium,1978231.1289,Acidobacteriota bacterium,1,2,2,1|3,True,True,True,True,1.0
9711e5e56376fe411f8d9ca9e739c6f1,genus,1,1,1869227.3092,1869227.3092,1869227.3092,bacterium,1869227.3092,bacterium,1,1,1,1,True,True,True,True,1.0
492422c8881f2e782fccb0225f1c68ab,species,1,1,2713607.4,2713607.4,2713607.4,bacterium SGD-2,2713607.4,bacterium SGD-2,1,1,1,1,True,True,True,True,1.0
2f5695c1563063d2b821ab2eecfa3bd3,species,2,2,521720.6|2604941.3,521720.6|2604941.3,521720.6,Denitrificimonas caeni,521720.6,Denitrificimonas caeni,1,2,2,1|2,True,True,True,True,1.0
8db3a14ae839a3bee50b9a192c59f8f9,genus,1,1,2485925.2156,2485925.2156,2485925.2156,Oscillospiraceae bacterium,2485925.2156,Oscillospiraceae bacterium,1,1,1,1,True,True,True,True,1.0
01a7c19fe64d4300e6e5a8a7280a10bb,species,2,2,1194168.15|225991.76,1194168.15|225991.76,1194168.15,Comamonas jiangduensis,1194168.15,Comamonas jiangduensis,1,2,2,1|2,True,True,True,True,1.0
e1c573f885ed4c9191a32116f583d78a,family,1,1,2033014.354,2033014.354,2033014.354,Armatimonadota bacterium,2033014.354,Armatimonadota bacterium,1,1,1,1,True,True,True,True,1.0
6075255b58efbd350ad34112f80f970a,genus,1,1,338645.5,338645.5,338645.5,Candidatus Contubernalis alkaliaceticus,338645.5,Candidatus Contubernalis alkaliaceticus,1,1,1,1,True,True,True,True,1.0
db5aaacffe4ca31116f5b0e292074588,genus,1,1,2163554.3,2163554.3,2163554.3,Sporomusaceae bacterium FL31,2163554.3,Sporomusaceae bacterium FL31,1,1,1,1,True,True,True,True,1.0
894d5f2608f2a0e9e3bf2499f1cc6130,species,1,1,2847780.12,2847780.12,2847780.12,Atribacter sp.,2847780.12,Atribacter sp.,1,1,1,1,True,True,True,True,1.0
fc7dec198c007a0622c9acba71b1edb1,species,2,2,1129264.8|158189.10,1129264.8|158189.10,1129264.8,Sphaerochaeta associata,1129264.8,Sphaerochaeta associata,1,2,2,1|2,True,True,True,True,1.0
