asv,asv_len,midas_genus,best_hit_organism,best_cosine,naive_best_cosine,genus_concordant,novel,best_taxon_id,best_n_genomes
abaecd8b82d14efc7ccc4dcb7f864cba,369,,Pseudomonadaceae bacterium CTOTU49256,1.0,0.9893,False,False,1914538.0,1
43a52ec4605b37f3671b33e61ff6fedd,370,,Bacteroidetes bacterium 41-46,0.9976,0.9917,False,False,1895922.0,1
b4eac52cfa36ce63f24be2fc530ad204,370,,Bacteroidetes bacterium 5-aug_S3_006,0.9995,0.9932,False,False,1898104.0,2
f63e76a4ce2cd0f7f39e8195d8302dcf,374,,Enterococcus faecium CCP465,1.0,0.9956,False,False,1352.0,8740
d863bc6a2fa6a8a93787e45a6abe3304,374,,Stenotrophomonas maltophilia JV3,0.9995,0.9946,False,False,868597.0,78
4adbf4beb8d2b17f63b543e4d9aa39b6,370,,uncultured candidate division WWE3 bacterium SRR6007446_bin.103_CONCOCT_v1.1_MAG,1.0,0.9937,False,False,422285.0,1
52708c2cfa926ba9b2f69878c97cee2c,372,,Stappia sp. WLB29,1.0,0.9941,False,False,2925220.0,14
efbade8cc54695abfc5c07f21eecb6e7,373,,Mycobacteroides abscessus subsp. abscessus strain 1130,1.0,0.9922,False,False,1185650.0,99
bb617d32673d5f60d6216a07ad7a42bc,371,,Desulfovibrio psychrotolerans strain JS1,0.9995,0.9883,False,False,415242.0,1
206069e5a5041e6c7f39a4141aefdc19,374,,uncultured Eubacteriales bacterium O89_L4_395395_idba_bin.134,0.9985,0.9893,False,False,172733.0,4
89d1d4064aa11fd1f3efb8e1345c813f,374,,Ruminiclostridium sp. strain MnB_11,0.9941,0.9902,False,False,2053608.0,1
a49becf5a5dbcb201f091757c62fc6bb,373,,Cronobacter dublinensis strain cro3214W,0.9995,0.9912,False,False,413497.0,1
d02e8e093df5064814273f652473189e,373,,Intestinimonas sp. CLA-AA-H199,0.998,0.9893,False,False,2881257.0,6
d48429274cd09a4257ad8b24c009e8fd,370,,Bacteroidales bacterium 6E,0.9961,0.9907,False,False,1688776.0,1
0b736ddea36ed16291fa058fe28061f8,372,,Firmicutes bacterium strain MES11,0.9951,0.9907,False,False,1879010.0,1
7d537f12eaa3231c2c2b58b74901051c,374,,Firmicutes bacterium Bin_53,0.9956,0.9902,False,False,1879010.0,1
5cb2b4186e2e95521540e2ccbafcb4c9,371,,Nitratidesulfovibrio sp. 1201_IL3209,1.0,0.9878,False,False,3084053.0,1
659d1fe872c9b31a9e0b81eef5ca6218,375,,Pelotomaculum schinkii strain HH,0.9976,0.9873,False,False,78350.0,2
a43c475502b54cdee1385dcca3109bfe,373,,[Clostridium] celerecrescens 18A,1.0,0.9946,False,False,1286362.0,11
e1382120e151d51cb3b3b6900845f1c8,371,,Desulfomicrobium sp. ZS1,0.9995,0.9922,False,False,2952228.0,10
19083703874fec5c0e976f6ca4fa6bc9,375,,Rhodococcus ruber strain WS3521,0.9995,0.9927,False,False,1830.0,108
868a2dd217365ddd6d6ab64d48aeed4a,374,,Bacillota bacterium LX-D,0.9956,0.9937,False,False,3072787.0,2
21ceeb224e15175f0c85797abce40d0a,372,,Achromobacter denitrificans strain FDAARGOS_787 strain Not applicable,1.0,0.9932,False,False,32002.0,30
de329304e57f0e32da3a08e64625a2e1,373,,Oscillospiraceae bacterium CM18GR63 CM18GR_63,0.998,0.9951,False,False,3085305.0,4
dc9b83b9dbf521d0d0b0e1576e44d06a,374,,Proteiniphilum sp. SO_2017_CLC_125,0.9897,0.9839,False,False,1926877.0,1
fa0525ece71fa3362210e904b24a9b62,374,,Firmicutes bacterium strain THP_Bin_10,0.9995,0.9922,False,False,1879010.0,1
04e715f54c06e9ccf25afba02b343b5c,373,,Syntrophomonadaceae bacterium strain B1Sed10_75,0.9927,0.9873,False,False,2093811.0,1
3badde1c4760a921d723409ee05fead0,371,,Anaerobaculum sp. S15,1.0,0.9829,False,False,2529858.0,1
09383f3babfd32418e7ba07634680e12,372,,Pannonibacter sp. TSB10GB1,0.9995,0.9946,False,False,2003583.0,13
66575db7635d648549a9eb5a4eafb710,376,,Armatimonadetes bacterium strain Ch33,0.9951,0.9858,False,False,2033014.0,1
df94cb7c1f51d6e7df4a969d561b0a4d,377,,Actinobacteria bacterium strain HK-STAS-ACTI-17,1.0,0.9883,False,False,1883427.0,4
3679eb1918d142d7e468ea32c2f42595,372,,Bosea sp. BK498,1.0,0.9961,False,False,2512178.0,9
ac9e79a82beb3b70c0c7193fff0a8524,371,,Anaerovoracaceae bacterium f78f2883-c260-4f33-9859-2a80832d1289,0.998,0.9941,False,False,3030912.0,1
ec716420b2bb28ff5cfc5b19edbe2dfa,372,,Achromobacter xylosoxidans OI64,1.0,0.9932,False,False,85698.0,331
cb08126894ac0c8eeddc7b86d1ab1eb9,374,,Bacillota bacterium LX-D,0.998,0.9927,False,False,3072787.0,2
42655605abb4cc7bd5f1be954adf23b0,374,,Ruminiclostridium sp. strain MnB_11,0.9966,0.9888,False,False,2053608.0,1
b47908de018aea1744738eba767e1034,369,,Anaerosalibacter sp. Marseille-P3206 strain Marseille-P3206,0.9995,0.9941,False,False,1871005.0,1
6e50cfec46931f3d8e0af8e75af55b43,373,,Lawsonibacter sp. OA9,0.9976,0.9951,False,False,2914163.0,9
0eff2f70a09cbdfd1a1684adcb990931,372,,Provencibacterium massiliense strain MGYG-HGUT-02410,1.0,0.9888,False,False,1841868.0,4
f876e4d5cbaa6ac5f3c225bcaf146791,375,,anaerobic bacterium MO-CFX2,0.9932,0.9878,False,False,913108.0,1
dcc552ee0bfe584a9f79fd3d7893047f,373,,Pseudomonas caeni strain Isolate_2,0.998,0.9917,False,False,521720.0,1
b180a2455b236c103cf0bfe620095736,371,,Romboutsia sp. CE17,1.0,0.9971,False,False,2724150.0,24
5040d210b906c738569bf1c3505ad558,374,,Clostridium sp. strain L1_008_000M1_dasL1_008_000M1_concoct_27,1.0,0.9893,False,False,1506.0,1
c05932b0e9b0bcf5f076c8971c6bab60,373,,Clostridiales bacterium LB2,0.9961,0.9917,False,False,2731377.0,1
db5aaacffe4ca31116f5b0e292074588,373,,uncultured Selenomonadales bacterium MFD04492.bin.2.38,0.9966,0.9897,False,False,1387507.0,1
212e304679f170a464d2616b3f94a250,372,,Oscillospiraceae bacterium MB24-C1,1.0,0.9932,False,False,3070655.0,4
6322c84c5ee6585bf9973a931d8f279d,374,,Eubacteriales bacterium SUG2561,0.9995,0.9937,False,False,2831996.0,1
e1c573f885ed4c9191a32116f583d78a,374,,Armatimonadota bacterium USMO_maxbin.175,0.9941,0.9888,False,False,2033014.0,1
3487ee381e9bba57861b67ac3936d665,373,,Pseudomonas sp. JS15-10A1,1.0,0.9922,False,False,2078689.0,2
a5ea8c2ae0dc9882cf9358924dd4f453,370,,Cronobacter dublinensis strain cro2915W,0.9985,0.9868,False,False,413497.0,1
89dfaf0aa4a8af8e27a826ba8dd97044,369,,Sporanaerobacter sp. UW_FK_SPOR1_1,1.0,0.9941,False,False,2010183.0,4
e357ec372ce3fdd9cc473b8f57edc002,374,,Clostridia bacterium strain INTA.CYC.057,1.0,0.9888,False,False,2044939.0,1
9711e5e56376fe411f8d9ca9e739c6f1,374,,Christensenellaceae bacterium c84a42d1-d9c9-443e-85ff-73520b584de8,0.998,0.9927,False,False,2054177.0,1
7281c911136ba2bdcafebb9c71729dea,378,,Methanomicrobiales archaeon E05-015,0.999,0.9912,False,False,2184052.0,1
acb819d2b09f090ba6c3112028bbc54b,374,,Thermoleophilia bacterium AnMBR.bin237,1.0,0.9932,False,False,2026888.0,4
492422c8881f2e782fccb0225f1c68ab,372,,bacterium SGD-2,1.0,0.9917,False,False,2713607.0,3
2f5695c1563063d2b821ab2eecfa3bd3,373,,Pseudomonas caeni strain Isolate_2,0.998,0.9922,False,False,521720.0,1
8db3a14ae839a3bee50b9a192c59f8f9,373,,Oscillospiraceae bacterium STF2_30,0.998,0.9917,False,False,2485925.0,1
01a7c19fe64d4300e6e5a8a7280a10bb,372,,Comamonas jiangduensis 4-AB0-8,1.0,0.9971,False,False,1194168.0,14
8ebc39e79a930b5db089420489c40543,371,,Sphaerochaeta associata GLS2,1.0,0.9844,False,False,1129264.0,3
6075255b58efbd350ad34112f80f970a,374,,Candidatus Contubernalis alkalaceticum Z-7904,0.9971,0.9907,False,False,338645.0,1
0e9cc4c909306f5a9562d84888902e09,374,,Armatimonadota bacterium Uz-U4-35,0.9951,0.9907,False,False,2033014.0,2
b26eb5a5ca6820d220d5433b1cffa5e6,373,,Sphingopyxis sp. NFH-91,1.0,0.9883,False,False,2744457.0,5
7f1023e871bcd3a4f7ac96f3a40c9a8d,370,,Firmicutes bacterium OH_CFB_145,1.0,0.9951,False,False,1879010.0,5
afd6038f44400cf165c3d637f88be98a,371,,Clostridiales bacterium BAD-6,0.999,0.9946,False,False,2818044.0,1
fc7dec198c007a0622c9acba71b1edb1,371,,Sphaerochaeta globosa str. Buddy,0.999,0.9854,False,False,158189.0,1
894d5f2608f2a0e9e3bf2499f1cc6130,373,,Atribacter sp. AnMBR.bin213,1.0,0.9814,False,False,2847780.0,3
496ed1835247fa310353bd53160fad4a,375,,Coriobacteriia bacterium strain KA18,0.9971,0.9912,False,False,2052159.0,1
6dfb10e6d92b2c7ec87175ad560bed2e,375,,uncultured Actinomycetota bacterium MFD03975.bin.2.193,1.0,0.9932,False,False,3039803.0,16
d96a2ea1b09f080f66ce79b9ddfa768e,372,,Hyphomicrobiales bacterium 3-JJ_aug_S1_052,1.0,0.9932,False,False,1909294.0,1
5a6520a634bb27352c524ba237fd0d64,365,,Erysipelotrichaceae bacterium RS262_metabat.bin.6,0.9985,0.9941,False,False,2049044.0,1
bdc8f8a67a910d09965f2c9975bb00c8,374,,Thermoclostridium caenicola strain DSM 19027,0.9971,0.9912,False,False,659425.0,1
f59f09ec54e73f740708fa68eeb78a8c,370,,Lentimicrobium sp. CTOTU40361,1.0,0.9888,False,False,2034841.0,5
08ea1c9b9d368cd6d9bfeb8857e90315,374,,Arthrospira platensis SPKY2,0.9995,0.9897,False,False,3122438.0,2
0f312394fc32d16cfdca183b11aad4ad,373,,Enterocloster bolteae VE303-01,1.0,0.9946,False,False,208479.0,53
0c488eee4c6d02abb4e34df3ec16a09b,375,,Aeromicrobium sp. strain bin3,1.0,0.9917,False,False,1871063.0,1
c39f594d9d2493b66260c1f7503e5ea1,378,,Methanobacteriaceae archaeon CTOTU40153,1.0,0.9824,False,False,2099680.0,9
acfe0924c0f9c6ca3720854b5b458d54,374,,Stenotrophomonas acidaminiphila strain ZAC14D2_NAIMI4_2,1.0,0.9941,False,False,128780.0,31
e79a45f432d0ccc86adbf9bbe7cef2a7,374,,Thiobacillus sp. SCUT-2,1.0,0.9902,False,False,3110231.0,3
a84e1039f9b157a2085d23b4114bc888,374,,Armatimonadota bacterium Uz-U4-35,0.9946,0.9902,False,False,2033014.0,2
e4486fa2f00016fa6078468bfe73bb89,369,,Tissierella praeacuta strain NCTC11158,1.0,0.9951,False,False,43131.0,5
4c7b0d554a1103b7872deded4bccb4ea,374,,Clostridia bacterium 80130c35-1b44-45cf-b5f4-dec04e696a57,0.9961,0.9932,False,False,2044939.0,1
4ced6b735a53af484d0cf4f620846dcd,371,,Dehalogenimonas sp. W,0.9951,0.9888,False,False,2005070.0,1
ab2050607cb3fe172ea918d5a17a46c7,372,,Aquamicrobium defluvii strain DSM 11603,1.0,0.9922,False,False,69279.0,1
02809af9a001c44a58624822e0e44569,369,,Firmicutes bacterium OH_SDB_161,0.998,0.9956,False,False,1879010.0,1
69dee006368ff49af541d111152b40c6,370,,Thermotogales bacterium Thermo_01,1.0,0.9917,False,False,1674910.0,1
d3156233792852376762d588f607ac71,372,,Clostridium polyendosporum strain JCM 30710,0.998,0.9941,False,False,69208.0,1
e6141036b0768b50c8079ce8ba7222f9,374,,Azonexus hydrophilus strain Isolate_3,1.0,0.9927,False,False,418702.0,1
4f3989d95e7611bb6b5307454d75d3ce,370,,Anaerolineaceae bacterium maxbin2.bin.9,0.9985,0.9922,False,False,2024896.0,1
1d4b9f3ddf33afdf5308213897846090,374,,Chloroflexi bacterium UR.bin95,1.0,0.9902,False,False,2026724.0,7
1d33e98c9d94c262ab0d8b56d0936eb4,372,,Hydrogenophaga sp. SO_2017_LW2_128,1.0,0.9927,False,False,1904254.0,1
179e72f0ecdfeb920df685432f3f2d1a,370,,Edaphocola sp. MAG_CPA_31,0.9995,0.9888,False,False,2601698.0,1
a27f37aae2a34101f8a61c6f0b1cd246,369,,Clostridium aceticum strain DSM 1496,1.0,0.9937,False,False,84022.0,1
92f305372628ccbd74b7b28b933d306b,370,,uncultured candidate division WWE3 bacterium SRR6007446_bin.103_CONCOCT_v1.1_MAG,0.9995,0.9937,False,False,422285.0,1
00e66df34e257e501593d8fab7b76b0d,373,,[Clostridium] symbiosum ET58,1.0,0.9941,False,False,1512.0,82
0d1f62d4f2f7227766a17f0340567129,374,,Candidatus Darwinibacter acetoxidans M4B_bin34,0.998,0.9946,False,False,3082383.0,1
8c86a02bd0f2c7a90bb40b735577a623,365,,Candidatus Desulforudis sp. strain J_13,0.9976,0.9922,False,False,,1
8c740d5ca21893b47c7619df1247c75d,374,,Christensenellales bacterium AnMBR.bin225,0.9985,0.9917,False,False,3083246.0,1
e1abbababbc410f2f1faa24f6ccbc7f9,374,,Alkalihalobacterium chitinilyticum MEB 203,1.0,0.9951,False,False,2980103.0,4
3d34374d81a96ce4972b93ef5dae9b82,373,,Thiopseudomonas sp. CY1220,0.9985,0.9922,False,False,3041622.0,2
0f4c04cefd226f6854ad0fbc2a2de226,372,,Camelimonas lactis CCM 7696,1.0,0.9917,False,False,659006.0,3
405dff4269ebcff0dbc2d5c0c63a1ee3,374,,Ruminiclostridium sp. strain MnB_11,0.9966,0.9893,False,False,2053608.0,1
99daab1404e1c027be5dce96473d53ab,373,,Flavonifractor sp. DFI.6.63,1.0,0.9927,False,False,2963704.0,7
945e47119242497c2e0bc5b3c6b6ba8e,371,,Aminiphilus circumscriptus DSM 16581,1.0,0.9902,False,False,1304874.0,1
a19152d55f42fc72a3a0f985d2615aab,374,,Desulfuromonas acetexigens strain DSM 1397,1.0,0.9907,False,False,38815.0,3
1ad05a58bf23396d80f11695ad750b75,374,,Geobacter anodireducens R1Feb2020-bin.17,1.0,0.9927,False,False,1340425.0,6
b24e75b90cb37f9b407738a392646776,379,,Methanobacterium sp. SBF912LR0HQ0213,1.0,0.9829,False,False,2164.0,1
9adabf530b49244e64c1142cf42a502a,373,,Evtepia gabavorous 17-1_61,0.9946,0.9878,False,False,2211183.0,10
4835c874610f20a02421b283dbe2f2b6,374,,Christensenellales bacterium AnMBR.bin500,0.999,0.9951,False,False,3083246.0,1
60da7a21ae2997bc70a9730fd8151a29,374,,Clostridium peptidivorans strain src2,1.0,0.9956,False,False,100174.0,2
ee14afe4571845779465f8dc9646c7b4,374,,uncultured Clostridia bacterium SRR5024280_bin.45_CONCOCT_v1.1_MAG,0.9976,0.9927,False,False,244328.0,1
2c452b25c7f3c62be462d8f47ed179e3,374,,uncultured delta proteobacterium MFD00905.bin.2.105,0.999,0.9937,False,False,34034.0,1
0138936a169c4a0914606cedbcd38fa6,377,,Candidatus Nanopelagicales bacterium AS_Ams2_Bin44,0.999,0.9912,False,False,2518612.0,2
15c0fe41b25c6504b8dbe48ae72283d0,374,,Spirochaetaceae bacterium 4-aug_S1_010,1.0,0.9888,False,False,1898206.0,2
b64f2cd0b47a6548ebe2077c728b213f,370,,Bacteroidetes bacterium 5-aug_S3_006,1.0,0.9937,False,False,1898104.0,2
09304de7bcdde93714df6d4800a79b4d,375,,Terriglobales bacterium SMAG_U9582,1.0,0.9927,False,False,2282142.0,81
f42aeaf1c13130f1fdfc8bafa43ded29,372,,Diaphorobacter sp. C33,1.0,0.9976,False,False,3060154.0,13
a53b7a494838590a5600a018277e55ea,375,,Gordonia sihwensis RL-BY03,1.0,0.9932,False,False,173559.0,26
1da23dee00520d2c9e0e21bac4a70bca,374,,Arthrospira platensis SPKY2,1.0,0.9902,False,False,3122438.0,2
20823322077cf511c8eff4f0840466fd,374,,Stenotrophomonas acidaminiphila strain ZAC14D2_NAIMI4_2,1.0,0.9941,False,False,128780.0,31
aa9c5ae2ec6da55f30edd92e3de37eff,374,,Desulfitobacterium hafniense strain MGYG-HGUT-01388,0.9995,0.9937,False,False,49338.0,3
dbbd92eb5552c552aab4544c331ac6e2,370,,Hydrogenoanaerobacterium saccharovorans strain CGMCC 1.5070,1.0,0.9922,False,False,474960.0,2
c88944b6267ea10d43d5ee264d29ae94,371,,Sinanaerobacter sp. ZZT-01,0.9985,0.9883,False,False,3111540.0,4
a01649ff3a222398d49af46d04781535,376,,Actinomycetaceae bacterium L2_0104,1.0,0.9907,False,False,3114290.0,1
d081020b6bdf3bf279b93bd42598e1e1,373,,Oscillibacter sp. CTOTU46994,1.0,0.9946,False,False,1945593.0,2
fd28148d0cd2eca274f8a3bb38944793,373,,Lachnospiraceae bacterium bin.692,0.998,0.9961,False,False,1898203.0,3
f3c13bc899928e8043766ca73a046487,374,,Desulfitobacterium hafniense strain MGYG-HGUT-01388,0.999,0.9946,False,False,49338.0,3
0e487ab2d5669f87e21a4c0c09d8d952,372,,Ruminococcaceae bacterium Marseille-P2935,0.9951,0.9888,False,False,1852383.0,1
f61f4c9b8258738ad3ee7663e43e7907,373,,bacterium 210820-DFI.5.26,0.998,0.9897,False,False,2883291.0,19
fbb4d97e016a3fae74e1e3b81805e48e,374,,uncultured Eubacteriales bacterium O89_L4_395395_idba_bin.134,0.998,0.9893,False,False,172733.0,4
924ba8e00fb9f76de6bf217aac8ca9d4,374,,Pelotomaculum terephthalicicum JT,0.9941,0.9902,False,False,947009.0,1
76ef356d895e6434580f18ab74a63e6c,365,,uncultured Clostridium sp. strain ERR260200-bin.19,0.9912,0.9888,False,False,59620.0,1
4e4ca97fadb8b8e92470ccce2ff91460,374,,Dehalobacterium formicoaceticum strain DMC,0.999,0.9941,False,False,51515.0,1
b65ddb808f41ed58f0a87829f790124c,370,,Burkholderiales bacterium UW1SPNA077,1.0,0.9883,False,False,1891238.0,7
5ab9c9baf340ca93a35be10b4a5b294a,374,,Firmicutes bacterium OH_PDB_197,1.0,0.9922,False,False,1879010.0,1
80b0dd7e363e6128b4335d08d57b5618,373,,Clostridia bacterium strain SM1-B15.1,1.0,0.9902,False,False,2044939.0,1
f23be2076b7f3e2088503d4841c51f06,374,,Gracilibacter sp. BRH_c7a,0.998,0.9941,False,False,1734398.0,1
22a4e0f758de753ed7e9463edeed304c,374,,Oscillospiraceae bacterium LBM23126,1.0,0.9927,False,False,3381350.0,1
