asv,best_cosine,n_old_genomes,n_old_taxa,genome_top1,genome_top20,taxon_top1,taxon_top20,genus_top1,genus_top20,genome_jaccard_top20,best_hit_organism,best_hit_genome
4c31c3e198534eab45b6d92b61f75b10,1.0,4,3,False,True,True,True,True,True,0.022058823529411766,Paraclostridium bifermentans COESION4,1490.223
be9dcf562f0ab066c0b252d527a42d19,0.9995,3,2,True,True,True,True,True,True,0.018518518518518517,Romboutsia lituseburensis MY01,1537.8
e75fd72fb216d3d4c964602d8c338f65,1.0,7,7,True,True,True,True,True,True,0.00034328870580157915,Enterococcus thailandicus K2F,417368.32
430c875622713c0d7662add2d8e7db60,1.0,5,5,True,True,True,True,True,True,0.19230769230769232,Desulfovibrio carbinolicus strain DSM 3852,296842.5
e144d237c973d831d708cac2c17df968,1.0,2,2,True,True,True,True,True,True,0.009523809523809525,uncultured Acetobacterium sp. a0d58640-2bdf-407d-bedf-8d20b14cd168,217139.4
ec92f6331d8ecb50e3f0dee8fbf3bcb0,1.0,1,1,True,True,True,True,,,0.03571428571428571,Rikenellaceae bacterium CA_44,2049048.197
6aa300d5323cbf75dc53cec3e6acb87c,0.999,8,7,True,True,True,True,False,True,0.08108108108108109,Candidatus Cloacimonadota bacterium USMO_maxbin.063_sub,2030808.361
8e6faab8acc1bdcba46f098a739aec14,0.9995,2,1,True,True,True,True,True,True,0.05714285714285714,Massilibacterium senegalense strain mt8,1632858.5
d42912a22b570ab99938b745999ae2cc,1.0,1,1,True,True,True,True,True,True,0.002380952380952381,uncultured Bacteroides sp. MGYG-HGUT-03363,162156.1429
b7806c4f83108800a9c32dc83c148d95,1.0,1,1,True,True,True,True,True,True,0.010752688172043012,Candidatus Uhrbacteria bacterium AMX-MBFR-16,2053634.216
4bea53b2aad77f2569a0182f6b84255e,1.0,1,1,True,True,True,True,True,True,0.003436426116838488,Dysgonomonas mossii strain 19428wE4_P11,163665.6
472fdc0687378563f0c9da6da7638e1a,1.0,2,2,True,True,True,True,True,True,0.025974025974025976,Stenotrophomonas acidaminiphila CTOTU49681,128780.125
93fadef301b62aa732e42bf1142b3afa,0.9995,1,1,True,True,True,True,,,0.041666666666666664,uncultured candidate division WWE3 bacterium SRR6007446_bin.103_CONCOCT_v1.1_MAG,422285.13
da47a34fd036b068ca0c5eaf185e2082,0.9985,9,9,True,True,True,True,False,False,0.027472527472527472,Synergistales bacterium UFZ-4H10,2268201.29
765b69d9c4313cc8630769db523cc54c,1.0,5,5,True,True,True,True,True,True,0.047619047619047616,uncultured Oscillibacter sp. strain UMGS1273,876091.174
e9e060e5e0e46911cad92b8292aeefd7,1.0,2,2,True,True,True,True,True,True,0.004545454545454545,Proteiniclasticum ruminis strain ML2,398199.6
29b313a5262947210e3e9de415abaead,1.0,5,5,True,True,True,True,True,True,0.003835091083413231,Ochrobactrum sp. A-1,2920940.4
ea156f972cd3802c3fac147e4200ba7a,0.9976,1,1,False,False,False,False,,,0.0,Bacteroidales bacterium 6865eb80-0167-452b-a26f-3b1968b004fa,2030927.5152
01bc6f144e0f577c7a5364ebafdb3509,0.9976,2,2,False,False,False,False,False,False,0.0,[Clostridium] innocuum AN406,1522.407
3343d19c0bc1759a66023cbc86c92592,0.9995,7,4,True,True,True,True,False,True,0.20588235294117646,Candidatus Cloacimonadaceae bacterium SO_2017_CLC_73,3064664.35
0709277372b3816e3986842fb10c8e96,0.9995,1,1,True,True,True,True,True,True,0.027777777777777776,Proteiniphilum sp. STA_37,1926877.46
a82691ab5fd4e8d3d3b23b7958c8e764,0.9937,30,29,True,True,True,True,True,True,0.14754098360655737,Ruminiclostridium sp. strain MnB_11,2053608.6
181a2b6fbc1d5f5de022772f08fb875c,0.998,4,4,True,True,True,True,True,True,0.03529411764705882,Pseudoflavonifractor sp. Marseille-P3106 strain Marseille-P3106,1871015.3
28f1a500a5a6ebd1cede9322b50bcaad,1.0,1,1,True,True,True,True,,,0.03225806451612903,Firmicutes bacterium strain THP_Bin_10,1879010.7447
5976a56adfe903f7348b5eb5689e3c55,0.9976,14,10,True,True,True,True,False,True,0.3125,Bacteroidales bacterium MB20-C3-3,3108503.3
ff6f97ce50ea01298f8e58b53b97d489,1.0,14,12,True,True,True,True,True,True,0.0008463541666666667,Acinetobacter sp. VNK23,3050070.4
499a635c6e7dcd5c8ef518302aa50011,1.0,2,2,True,True,True,True,True,True,0.05128205128205128,Lascolabacillus massiliensis strain SIT8,1627894.4
4b50be28c2cc7c6a4dbc6300155c5218,1.0,4,4,True,True,True,True,True,True,0.010362694300518135,Brevundimonas sp. NCCP 15609 2003-09-23,3021811.9
19463e5fe824700110e4a4ec8afe0512,0.9995,1,1,True,True,True,True,,,0.01818181818181818,uncultured archaeon CTOTU39356,115547.952
cd05a4b1cda569ae366c6980823f4c72,0.998,21,21,True,True,True,True,True,True,0.05714285714285714,Uliginosibacterium sp. H1,3114757.3
c7553191e309cfc2e28aea2507e7afdf,0.9995,4,3,True,True,True,True,False,True,0.16666666666666666,Anaerovoracaceae bacterium 4d0eff97-7de3-49ad-953d-66426f0db4f8,3030912.182
9feda0d620fa50b57ce3f848e1b48975,1.0,6,5,True,True,True,True,True,True,0.01568627450980392,Delftia tsuruhatensis HA60,180282.78
07e00e1bcc9d9a3c50591f721785e591,0.9951,11,6,True,True,True,True,False,True,0.18518518518518517,Bacillota bacterium MAG288,1879010.11554
28b5f35cfb5f0516e5e5f896428abdcd,1.0,1,1,True,True,True,True,True,True,0.02631578947368421,Aquamicrobium lusatiense D-9,89772.4
113b0d8ebf97fc5aba85fa06ecfdbb1a,0.998,2,2,False,True,False,True,False,True,0.05,Candidatus Darwinibacter acetoxidans M4B_bin34,3082383.5
cd1f95189b8375347f827f4a8b08dcf7,0.9995,3,3,True,True,True,True,True,True,0.05660377358490566,Gudongella sp. M17C-05,2692384.5
793ecb5ed65cd96425a35698e8ab9e78,0.9995,7,7,True,True,True,True,True,True,0.008620689655172414,Cronobacter dublinensis strain cro3214W,413497.9
1f4fb4bfdca6c9d13106ed533362a62e,1.0,2,2,True,True,True,True,True,True,0.03773584905660377,Desulfitobacterium hafniense strain MGYG-HGUT-01388,49338.10
e8e82cf023a3abd684fe7e817acc9bf0,0.9995,1,1,True,True,True,True,,,0.022222222222222223,Christensenellales bacterium AnMBR.bin514,3083246.44
5631fe818e588992529f6071afc9cda5,0.9971,8,6,False,True,False,True,False,True,0.07407407407407407,Clostridia bacterium binned_ad_5.133,2044939.4409
deb262fd92af4fdcd3b6240303048b2a,0.9995,1,1,True,True,True,True,True,True,0.000493339911198816,Burkholderiales bacterium Beta_02,1674888.4
58b2cf308363fb35b932620518786116,1.0,1,1,True,True,True,True,True,True,0.005235602094240838,Proteiniborus ethanoligenes strain DSM 21650,415015.4
abaecd8b82d14efc7ccc4dcb7f864cba,1.0,5,4,True,True,True,True,False,True,0.11428571428571428,Pseudomonadaceae bacterium CTOTU49256,1914538.113
b4eac52cfa36ce63f24be2fc530ad204,0.9995,1,1,True,True,True,True,True,True,0.02631578947368421,Bacteroidetes bacterium 5-aug_S3_006,1898104.1542
f63e76a4ce2cd0f7f39e8195d8302dcf,1.0,20,7,False,True,True,True,True,True,0.001974766867800329,Enterococcus lactis HPH55b,357441.218
d863bc6a2fa6a8a93787e45a6abe3304,0.9995,3,3,True,True,True,True,True,True,0.019867549668874173,Stenotrophomonas maltophilia JV3,868597.17
52708c2cfa926ba9b2f69878c97cee2c,1.0,11,11,True,True,True,True,True,True,0.09090909090909091,Stappia sp. WLB29,2925220.4
efbade8cc54695abfc5c07f21eecb6e7,1.0,7,2,True,True,True,True,True,True,0.0038043478260869567,Acinetobacter towneri PT23-B2,202956.170
bb617d32673d5f60d6216a07ad7a42bc,0.9995,4,4,True,True,True,True,True,True,0.1111111111111111,Desulfovibrio psychrotolerans strain JS1,415242.3
206069e5a5041e6c7f39a4141aefdc19,0.9985,6,4,True,True,True,True,True,True,0.19230769230769232,uncultured Eubacteriales bacterium O89_L4_395395_idba_bin.134,172733.3472
a49becf5a5dbcb201f091757c62fc6bb,0.9995,3,3,False,True,False,True,False,True,0.058823529411764705,Cronobacter dublinensis strain cro3214W,413497.9
d02e8e093df5064814273f652473189e,0.998,3,2,True,True,True,True,True,True,0.004048582995951417,Intestinimonas sp. CLA-AA-H199,2881257.9
d48429274cd09a4257ad8b24c009e8fd,0.9961,5,4,True,True,True,True,False,False,0.12,Bacteroidetes bacterium OH_CBlB_300,1898104.2334
0b736ddea36ed16291fa058fe28061f8,0.9951,8,5,True,True,True,True,False,False,0.011235955056179775,Firmicutes bacterium strain MES11,1879010.6660
7d537f12eaa3231c2c2b58b74901051c,0.9956,1,1,True,True,True,True,,,0.04,Firmicutes bacterium Bin_53,1879010.10371
5cb2b4186e2e95521540e2ccbafcb4c9,1.0,3,3,True,True,True,True,True,True,0.09090909090909091,Nitratidesulfovibrio sp. 1201_IL3209,3084053.3
659d1fe872c9b31a9e0b81eef5ca6218,0.9976,1,1,True,True,True,True,True,True,0.04,Pelotomaculum schinkii strain HH,78350.3
a43c475502b54cdee1385dcca3109bfe,1.0,12,12,True,True,True,True,True,True,0.11827956989247312,[Clostridium] celerecrescens 18A,1286362.3
e1382120e151d51cb3b3b6900845f1c8,0.9995,1,1,True,True,True,True,,,0.006666666666666667,Desulfomicrobium sp. ZS1,2952228.8
19083703874fec5c0e976f6ca4fa6bc9,0.9995,3,3,True,True,True,True,True,True,0.010309278350515464,Rhodococcus sp. M8-33,3058377.4
868a2dd217365ddd6d6ab64d48aeed4a,0.9956,22,13,False,True,False,True,False,True,0.11666666666666667,Bacillota bacterium LX-D,3072787.3
21ceeb224e15175f0c85797abce40d0a,1.0,1,1,True,True,True,True,True,True,0.001303780964797914,Achromobacter denitrificans strain FDAARGOS_787 strain Not applicable,32002.40
de329304e57f0e32da3a08e64625a2e1,0.998,2,2,False,True,False,True,,,0.02857142857142857,uncultured Oscillibacter sp. MGG00847_1680015457,876091.1093
dc9b83b9dbf521d0d0b0e1576e44d06a,0.9897,5,5,True,True,True,True,True,True,0.04,Proteiniphilum sp. SO_2017_CLC_125,1926877.82
3badde1c4760a921d723409ee05fead0,1.0,4,4,True,True,True,True,True,True,0.05555555555555555,Anaerobaculum sp. S15,2544872.3
09383f3babfd32418e7ba07634680e12,0.9995,2,2,True,True,True,True,True,True,0.022222222222222223,Pannonibacter sp. TSB10GB1,2003583.3
66575db7635d648549a9eb5a4eafb710,0.9951,12,7,True,True,True,True,,,0.15555555555555556,Armatimonadetes bacterium strain Ch33,2033014.110
df94cb7c1f51d6e7df4a969d561b0a4d,1.0,3,2,True,True,True,True,,,0.08108108108108109,Actinobacteria bacterium strain HK-STAS-ACTI-17,1883427.1910
3679eb1918d142d7e468ea32c2f42595,1.0,4,4,False,True,False,True,True,True,0.034482758620689655,Bosea sp. ANAM02,2020412.3
ac9e79a82beb3b70c0c7193fff0a8524,0.998,1,1,False,False,False,False,False,False,0.0,Anaerovoracaceae bacterium f78f2883-c260-4f33-9859-2a80832d1289,3030912.178
ec716420b2bb28ff5cfc5b19edbe2dfa,1.0,14,13,True,True,True,True,True,True,0.016455696202531647,Achromobacter xylosoxidans OI64,85698.1023
cb08126894ac0c8eeddc7b86d1ab1eb9,0.998,2,2,True,True,True,True,True,True,0.058823529411764705,Zhaonella formicivorans k32,2528593.8
42655605abb4cc7bd5f1be954adf23b0,0.9966,5,5,True,True,True,True,True,True,0.05555555555555555,Ruminiclostridium sp. strain MnB_11,2053608.6
b47908de018aea1744738eba767e1034,0.9995,1,1,True,True,True,True,True,True,0.02127659574468085,Anaerosalibacter sp. Marseille-P3206 strain Marseille-P3206,1871005.3
6e50cfec46931f3d8e0af8e75af55b43,0.9976,2,2,False,True,False,True,False,True,0.011904761904761904,Lawsonibacter sp. OA9,2914163.4
0eff2f70a09cbdfd1a1684adcb990931,1.0,1,1,True,True,True,True,True,True,0.01694915254237288,Provencibacterium massiliense strain MGYG-HGUT-02410,1841868.18
f876e4d5cbaa6ac5f3c225bcaf146791,0.9932,11,8,True,True,True,True,True,True,0.03333333333333333,anaerobic bacterium MO-CFX2,913108.7
dcc552ee0bfe584a9f79fd3d7893047f,0.998,2,2,False,True,True,True,True,True,0.043478260869565216,Pseudomonas caeni strain Isolate_2,521720.3
b180a2455b236c103cf0bfe620095736,1.0,7,7,True,True,True,True,True,True,0.14583333333333334,Romboutsia sp. CE17,2724150.3
5040d210b906c738569bf1c3505ad558,1.0,2,2,True,True,True,True,True,True,0.09090909090909091,Clostridium sp. strain L1_008_000M1_dasL1_008_000M1_concoct_27,1506.548
c05932b0e9b0bcf5f076c8971c6bab60,0.9961,1,1,False,True,False,True,False,True,0.004149377593360996,Clostridiales bacterium LB2,2731377.3
db5aaacffe4ca31116f5b0e292074588,0.9966,15,10,True,True,True,True,False,True,0.21153846153846154,uncultured Selenomonadales bacterium MFD04492.bin.2.38,1387507.189
212e304679f170a464d2616b3f94a250,1.0,2,2,True,True,True,True,,,0.03636363636363636,Oscillospiraceae bacterium MB24-C1,3070655.5
e1c573f885ed4c9191a32116f583d78a,0.9941,10,6,True,True,True,True,False,True,0.04081632653061224,Armatimonadota bacterium USMO_maxbin.175,2033014.354
3487ee381e9bba57861b67ac3936d665,1.0,1,1,True,True,True,True,True,True,0.0007836990595611285,Pseudomonas sp. JS15-10A1,2078689.3
89dfaf0aa4a8af8e27a826ba8dd97044,1.0,2,2,True,True,True,True,True,True,0.031746031746031744,Sporanaerobacter sp. UW_FK_SPOR1_1,2010183.3
e357ec372ce3fdd9cc473b8f57edc002,1.0,1,1,True,True,True,True,,,0.045454545454545456,Clostridia bacterium strain INTA.CYC.057,2044939.530
acb819d2b09f090ba6c3112028bbc54b,1.0,2,1,True,True,True,True,,,0.04878048780487805,Thermoleophilia bacterium AnMBR.bin237,2026888.224
492422c8881f2e782fccb0225f1c68ab,1.0,1,1,True,True,True,True,True,True,0.011904761904761904,bacterium SGD-2,2713607.4
8db3a14ae839a3bee50b9a192c59f8f9,0.998,1,1,True,True,True,True,,,0.004081632653061225,Oscillospiraceae bacterium STF2_30,2485925.2156
01a7c19fe64d4300e6e5a8a7280a10bb,1.0,4,3,True,True,True,True,True,True,0.015,Comamonas aquatica BB1486,225991.26
8ebc39e79a930b5db089420489c40543,1.0,7,6,True,True,True,True,True,True,0.25925925925925924,Sphaerochaeta associata GLS2,1129264.9
6075255b58efbd350ad34112f80f970a,0.9971,5,5,True,True,True,True,True,True,0.03333333333333333,Candidatus Contubernalis alkalaceticum Z-7904,338645.5
0e9cc4c909306f5a9562d84888902e09,0.9951,8,4,True,True,True,True,,,0.21621621621621623,Armatimonadota bacterium Uz-U4-35,2033014.688
b26eb5a5ca6820d220d5433b1cffa5e6,1.0,4,4,True,True,True,True,True,True,0.07272727272727272,Sphingopyxis sp. NFH-91,2744457.3
7f1023e871bcd3a4f7ac96f3a40c9a8d,1.0,2,2,True,True,True,True,True,True,0.021052631578947368,Firmicutes bacterium OH_CFB_145,1879010.9588
afd6038f44400cf165c3d637f88be98a,0.999,2,2,True,True,True,True,True,True,0.07142857142857142,Clostridiales bacterium BAD-6,2818044.3
894d5f2608f2a0e9e3bf2499f1cc6130,1.0,2,2,True,True,True,True,True,True,0.07407407407407407,Atribacter sp. AnMBR.bin213,2847780.12
496ed1835247fa310353bd53160fad4a,0.9971,1,1,True,True,True,True,,,0.04,Coriobacteriia bacterium strain KA18,2052159.264
6dfb10e6d92b2c7ec87175ad560bed2e,1.0,24,20,True,True,True,True,True,True,0.019762845849802372,Mycobacterium sp. ELW1,1547487.3
d96a2ea1b09f080f66ce79b9ddfa768e,1.0,1,1,True,True,True,True,,,0.0020408163265306124,Hyphomicrobiales bacterium 3-JJ_aug_S1_052,1909294.1293
5a6520a634bb27352c524ba237fd0d64,0.9985,1,1,False,True,False,True,False,True,0.003968253968253968,Erysipelotrichaceae bacterium RS262_metabat.bin.6,2049044.344
f59f09ec54e73f740708fa68eeb78a8c,1.0,1,1,True,True,True,True,True,True,0.038461538461538464,Lentimicrobium sp. CTOTU40361,2034841.34
08ea1c9b9d368cd6d9bfeb8857e90315,0.9995,2,2,True,True,True,True,True,True,0.05405405405405406,Arthrospira platensis SPKY2,3122438.3
0f312394fc32d16cfdca183b11aad4ad,1.0,8,5,True,True,True,True,True,True,0.03571428571428571,Enterocloster bolteae VE303-01,208479.218
0c488eee4c6d02abb4e34df3ec16a09b,1.0,1,1,True,True,True,True,True,True,0.0014265335235378032,Aeromicrobium sp. strain bin3,1871063.7
c39f594d9d2493b66260c1f7503e5ea1,1.0,4,4,True,True,True,True,True,True,0.07692307692307693,Methanobacteriaceae archaeon CTOTU40153,2099680.93
acfe0924c0f9c6ca3720854b5b458d54,1.0,6,6,True,True,True,True,True,True,0.04807692307692308,Stenotrophomonas acidaminiphila strain ZAC14D2_NAIMI4_2,128780.6
e79a45f432d0ccc86adbf9bbe7cef2a7,1.0,2,1,True,True,True,True,True,True,0.08,Thiobacillus sp. SCUT-2,3110231.3
e4486fa2f00016fa6078468bfe73bb89,1.0,12,11,True,True,True,True,True,True,0.1951219512195122,Tissierella praeacuta strain NCTC11158,43131.3
4ced6b735a53af484d0cf4f620846dcd,0.9951,7,7,True,True,True,True,True,True,0.08333333333333333,Dehalogenimonas sp. W,2005070.12
ab2050607cb3fe172ea918d5a17a46c7,1.0,3,3,True,True,True,True,True,True,0.023622047244094488,Aquamicrobium defluvii strain DSM 11603,69279.8
02809af9a001c44a58624822e0e44569,0.998,2,2,False,True,False,True,False,True,0.016666666666666666,Firmicutes bacterium OH_SDB_161,1879010.9281
69dee006368ff49af541d111152b40c6,1.0,1,1,True,True,True,True,,,0.045454545454545456,Thermotogales bacterium Thermo_01,1674910.4
d3156233792852376762d588f607ac71,0.998,1,1,False,False,False,False,True,True,0.0,Clostridium polyendosporum strain JCM 30710,69208.3
e6141036b0768b50c8079ce8ba7222f9,1.0,2,2,True,True,True,True,True,True,0.04878048780487805,Azonexus hydrophilus strain Isolate_3,418702.5
4f3989d95e7611bb6b5307454d75d3ce,0.9985,2,2,True,True,True,True,False,True,0.03571428571428571,Anaerolineaceae bacterium maxbin2.bin.9,2024896.380
1d4b9f3ddf33afdf5308213897846090,1.0,1,1,True,True,True,True,,,0.029411764705882353,Chloroflexi bacterium UR.bin95,2026724.1783
1d33e98c9d94c262ab0d8b56d0936eb4,1.0,1,1,True,True,True,True,True,True,0.025,Hydrogenophaga sp. SO_2017_LW2_128,1904254.183
179e72f0ecdfeb920df685432f3f2d1a,0.9995,1,1,True,True,True,True,True,True,0.019230769230769232,Edaphocola sp. MAG_CPA_31,2601698.8
a27f37aae2a34101f8a61c6f0b1cd246,1.0,4,4,True,True,True,True,True,True,0.14814814814814814,Clostridium aceticum strain DSM 1496,84022.6
00e66df34e257e501593d8fab7b76b0d,1.0,1,1,True,True,True,True,True,True,0.004219409282700422,[Clostridium] symbiosum ET58,1512.216
0d1f62d4f2f7227766a17f0340567129,0.998,1,1,False,False,False,False,False,False,0.0,Proteiniphilum sp. STF2_60,1926877.41
8c86a02bd0f2c7a90bb40b735577a623,0.9976,21,15,True,True,True,True,True,True,0.02066115702479339,Candidatus Desulforudis sp. strain J_13,2093368.7
8c740d5ca21893b47c7619df1247c75d,0.9985,1,1,True,True,True,True,,,0.025,Christensenellales bacterium AnMBR.bin225,3083246.37
e1abbababbc410f2f1faa24f6ccbc7f9,1.0,4,4,True,True,True,True,True,True,0.042105263157894736,Bacillus alkalinitrilicus strain DSM 22532,427920.3
3d34374d81a96ce4972b93ef5dae9b82,0.9985,1,1,True,True,True,True,True,True,0.006896551724137931,Thiopseudomonas sp. CY1220,3041622.4
0f4c04cefd226f6854ad0fbc2a2de226,1.0,2,2,True,True,True,True,True,True,0.03636363636363636,Camelimonas lactis CCM 7696,659006.6
99daab1404e1c027be5dce96473d53ab,1.0,1,1,True,True,True,True,,,0.004878048780487805,Flavonifractor sp. DFI.6.63,2963704.4
945e47119242497c2e0bc5b3c6b6ba8e,1.0,4,4,True,True,True,True,True,True,0.07142857142857142,Aminiphilus circumscriptus DSM 16581,1304874.5
a19152d55f42fc72a3a0f985d2615aab,1.0,1,1,True,True,True,True,True,True,0.02,Desulfuromonas acetexigens strain DSM 1397,38815.4
1ad05a58bf23396d80f11695ad750b75,1.0,2,2,True,True,True,True,True,True,0.03773584905660377,Geobacter anodireducens R1Feb2020-bin.17,1340425.17
4835c874610f20a02421b283dbe2f2b6,0.999,1,1,True,True,True,True,,,0.047619047619047616,Christensenellales bacterium AnMBR.bin500,3083246.45
60da7a21ae2997bc70a9730fd8151a29,1.0,1,1,True,True,True,True,True,True,0.01639344262295082,Clostridium peptidivorans strain src2,100174.3
2c452b25c7f3c62be462d8f47ed179e3,0.999,3,3,True,True,True,True,False,True,0.05660377358490566,uncultured delta proteobacterium MFD00905.bin.2.105,34034.445
0138936a169c4a0914606cedbcd38fa6,0.999,1,1,False,True,False,True,,,0.029411764705882353,Candidatus Nanopelagicales bacterium AS_Ams2_Bin44,2518612.210
15c0fe41b25c6504b8dbe48ae72283d0,1.0,2,2,True,True,True,True,False,True,0.06896551724137931,Spirochaetaceae bacterium 4-aug_S1_010,1898206.173
09304de7bcdde93714df6d4800a79b4d,1.0,9,8,False,True,False,True,False,True,0.031446540880503145,Mycobacterium sp. fb7c1cee-7596-4131-aa06-ce315386941d,1785.635
f42aeaf1c13130f1fdfc8bafa43ded29,1.0,3,3,True,True,True,True,True,True,0.010810810810810811,Diaphorobacter sp. C33,3060154.6
a53b7a494838590a5600a018277e55ea,1.0,4,4,True,True,True,True,True,True,0.021164021164021163,Gordonia sihwensis RL-BY03,173559.11
dbbd92eb5552c552aab4544c331ac6e2,1.0,1,1,True,True,True,True,True,True,0.02631578947368421,Hydrogenoanaerobacterium saccharovorans strain CGMCC 1.5070,474960.3
c88944b6267ea10d43d5ee264d29ae94,0.9985,2,2,True,True,True,True,True,True,0.024096385542168676,Sinanaerobacter sp. ZZT-01,3111540.4
a01649ff3a222398d49af46d04781535,1.0,1,1,True,True,True,True,,,0.02564102564102564,Actinomycetaceae bacterium L2_0104,3114290.3
d081020b6bdf3bf279b93bd42598e1e1,1.0,1,1,True,True,True,True,True,True,0.014925373134328358,Oscillibacter sp. CTOTU46994,1945593.2602
fd28148d0cd2eca274f8a3bb38944793,0.998,2,2,False,False,False,False,,,0.0,Lachnospiraceae bacterium bin.692,1898203.6494
aa9c5ae2ec6da55f30edd92e3de37eff,0.9995,10,10,True,True,True,True,True,True,0.1951219512195122,Desulfitobacterium hafniense strain MGYG-HGUT-01388,49338.10
0e487ab2d5669f87e21a4c0c09d8d952,0.9951,1,1,True,True,True,True,True,True,0.023809523809523808,Angelakisella sp. SJF009,1935177.86
f61f4c9b8258738ad3ee7663e43e7907,0.998,8,8,True,True,True,True,False,True,0.03317535545023697,bacterium 210820-DFI.5.26,2883291.4
924ba8e00fb9f76de6bf217aac8ca9d4,0.9941,11,11,True,True,True,True,True,True,0.09090909090909091,Pelotomaculum terephthalicicum JT,947009.3
76ef356d895e6434580f18ab74a63e6c,0.9912,2,2,False,False,False,False,,,0.0,uncultured Clostridium sp. strain ERR260200-bin.19,59620.2347
4e4ca97fadb8b8e92470ccce2ff91460,0.999,3,2,True,True,True,True,True,True,0.1,Dehalobacterium formicoaceticum strain DMC,51515.8
b65ddb808f41ed58f0a87829f790124c,1.0,1,1,True,True,True,True,,,0.03125,Burkholderiales bacterium UW1SPNA077,1891238.1086
5ab9c9baf340ca93a35be10b4a5b294a,1.0,2,2,True,True,True,True,False,True,0.0425531914893617,Firmicutes bacterium OH_PDB_197,1879010.9708
80b0dd7e363e6128b4335d08d57b5618,1.0,1,1,True,True,True,True,,,0.01,Clostridia bacterium strain SM1-B15.1,2044939.3592
22a4e0f758de753ed7e9463edeed304c,1.0,1,1,True,True,True,True,True,True,0.05,Oscillospiraceae bacterium LBM23126,3381350.3
fe74d2e267ad3ebb8fbfe24bbb464049,0.9951,5,4,False,True,True,True,,,0.012448132780082987,uncultured Mollicutes bacterium SRR2175768_bin.38_CONCOCT_v1.1_MAG,220137.229
1f1ff56fd37c5c9b1a9ac7b1d99e10b0,0.999,4,2,False,True,True,True,,,0.08108108108108109,Solirubrobacterales bacterium BIN2,1909295.208
ebef4f7d86a3b71b870100599f233ff8,0.9985,11,5,True,True,True,True,,,0.2777777777777778,Christensenellaceae bacterium d7c23e02-40a4-4312-836d-43190f2e112a,2054177.124
2e707ae206fd30644537a8329e2b9476,0.998,1,1,True,True,True,True,True,True,0.047619047619047616,Desulfobotulus sp. H1,2823377.3
